TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
12:58:04 AM,0.50978667,0.48018333,0.7537094,0.54600483,0.533953,1.1365601,0.37382296,0.4593728,0.8221601,1.3278165,0.13477147,0.73841465,0.25981507,0.9346845,-0.023251275,0.4248833,-0.09794372,0.60614747,-0.52833897,0.04495887,791.3553,745.82416,803.44324,741.79486,734.5421,100,0,0.086486816,0.025756836,0.992797852,2.078552246,-5.802001953,-1.629943848,1,1,1,1,1,85,
12:58:04 AM,0.60285795,0.48018333,0.6038191,0.75642693,0.7063216,1.1365601,0.40097356,0.6753723,0.8067669,1.3278165,0.23558854,0.717497,0.28070417,0.9346845,0.026622668,0.4285945,-0.12000348,0.60614747,-0.4720899,0.14833568,811.50183,830.0366,803.0403,786.1172,821.1722,100,0,0.087097168,0.008544922,0.998168945,3.813171387,-3.932800293,-2.699127197,1,1,1,1,1,85,
12:58:05 AM,0.60417414,0.48018333,0.63214403,0.8521141,0.59744084,1.1365601,0.41176033,0.8247468,0.7864313,1.3278165,0.20158844,0.7187661,0.31685495,0.9346845,0.08277552,0.5258364,-0.07881721,0.60614747,-0.43036553,0.36504143,706.7399,1001.28204,956.9597,730.9158,688.60803,98,0,0.111938477,0.014770508,0.986877441,4.493560791,-10.42266846,1.443023682,1,1,2,1,1,85,
12:58:06 AM,0.7559351,0.48018333,0.6543859,0.8632961,0.7102173,1.1365601,0.2175448,0.83421135,0.7864313,1.3278165,0.15872572,0.47640768,0.3224265,0.9346845,0.11521577,0.49618283,-0.05833295,0.60614747,-0.3973487,0.41852474,786.52014,606.4103,794.57874,725.2747,609.6337,90.00001,0,0.152648926,0.030700684,0.986938477,5.241241455,-7.454376221,2.856140137,1,1,2,1,1,85,
12:58:06 AM,0.7559351,0.48018333,0.83615357,0.8490519,0.7102173,1.1365601,0.27311182,0.9293545,0.7864313,1.3278165,0.12406765,0.29625678,0.3224265,0.9346845,0.20184259,0.57329494,-0.05833295,0.60614747,-0.35413453,0.56988734,816.337,750.2564,805.4579,880.40295,814.7253,80.000015,0,0.17755127,0.032104492,0.967590332,1.585083008,-8.329162598,-1.951446533,1,1,1,1,1,85,
12:58:07 AM,0.7559351,0.48018333,0.84488523,0.75999117,0.7102173,1.1365601,0.22925949,0.87324846,0.7864313,1.3278165,0.034520674,0.24459176,0.3224265,0.9346845,0.18676583,0.5980694,-0.05833295,0.60614747,-0.41031113,0.59879255,778.86444,809.4872,817.5458,713.1868,697.47253,70.00003,9.999999,0.190246582,0.019592285,0.975341797,3.85055542,-4.957122803,-2.841186523,1,1,2,1,1,85,
12:58:07 AM,-0.08069692,0.48018333,0.84488523,-0.35120085,-0.03441211,1.1365601,0.22925949,-0.30256066,-0.002467191,1.3278165,0.034520674,0.2461698,0.2712232,0.9346845,0.18676583,0.5429354,-0.05887108,0.60614747,-0.41031113,0.3960448,805.05493,776.4469,799.81683,802.23444,692.6374,64.00003,15.999998,0.203979492,0.044250488,0.979309082,3.304748535,-5.144042969,-7.820739746,1,1,2,1,1,85,
12:58:08 AM,2.8157291,0.48018333,0.84488523,-0.009246508,1.8775849,1.1365601,0.22925949,0.09535798,2.449254,1.3278165,0.034520674,0.33942404,1.4063852,0.9346845,0.18676583,0.5092186,0.84504306,0.60614747,-0.41031113,0.32434052,787.326,822.7839,792.96704,815.5311,769.59705,52.000046,32,0.192260742,0.02166748,0.978210449,2.123413086,-4.74029541,-0.86730957,1,1,1,1,1,85,
12:58:08 AM,2.940555,0.48018333,0.6265464,0.10334941,2.0011802,1.1365601,-0.23115325,0.23474188,2.449254,1.3278165,0.04152567,0.338185,1.5240369,0.9346845,-0.45992035,0.5028166,0.9553488,0.60614747,-1.0750513,0.139257,818.7546,790.54944,836.08057,889.2674,872.74725,42.000042,36,0.207214355,0.018737793,0.979064941,4.979553223,-5.069274902,-0.807495117,1,1,1,1,1,85,
12:58:09 AM,3.1901734,0.48018333,0.8875142,0.10334941,2.238933,1.1365601,0.1331685,0.23474188,2.449254,1.3278165,0.24551992,0.338185,1.7493991,0.9346845,-0.3869885,0.5028166,1.1633577,0.60614747,-1.027833,0.139257,787.72894,775.64105,796.99634,733.3333,949.304,32.00004,25.999996,0.224182129,0.026306152,0.974731445,3.207550049,-4.388885498,-1.203765869,1,1,1,1,1,80,
12:58:09 AM,0.464829,0.48018333,0.8875142,0.07716349,0.5450584,1.1365601,0.1331685,0.386636,0.4418424,1.3278165,0.24551992,0.46874818,0.24241987,0.9346845,-0.3869885,0.32293725,-0.31146547,0.60614747,-1.027833,0.049063154,814.7253,799.41394,941.2454,882.01465,813.91943,24.000034,21.999996,0.217041016,0.019348145,0.974060059,3.439331055,-4.269256592,-4.246826172,1,1,1,1,1,80,
12:58:10 AM,0.41106784,0.48018333,0.9791823,0.28285575,0.55122906,1.1365601,0.25844237,0.7246642,0.60008913,1.3278165,0.24551992,0.81403655,0.30211723,0.9346845,-0.32631993,0.41555423,0.008619728,0.60614747,-1.078438,0.12659936,823.9927,862.674,776.4469,864.68866,945.2747,24.000034,13.999998,0.215332031,0.028503418,0.970703125,3.185119629,-3.229980469,-2.198181152,1,1,1,1,1,80,
12:58:10 AM,2.8629136,0.48018333,0.9791823,0.51475024,1.9367671,1.1365601,0.25844237,0.9427365,2.4967835,1.3278165,0.24551992,0.9414223,1.4432719,0.9346845,-0.32631993,0.48239836,0.8854607,0.60614747,-1.078438,0.16441955,832.0513,845.34796,800.6227,882.8205,915.8608,36.000042,0,0.21661377,0.027893066,0.973876953,3.446807861,-4.702911377,0.04486084,1,1,1,1,1,80,
12:58:11 AM,3.1544428,0.48018333,0.9791823,0.55355394,2.2195437,1.1365601,0.25844237,0.97557163,2.5324912,1.3278165,0.24551992,0.9414223,1.7259625,0.9346845,-0.32631993,0.4661235,1.1343998,0.60614747,-1.078438,0.14265482,775.2381,728.0952,801.02563,847.76556,696.26373,26.000034,0,0.214782715,0.022644043,0.977600098,2.542114258,-2.78137207,4.702911377,1,1,1,1,1,80,
12:58:11 AM,2.8113673,0.48018333,0.8944796,0.18836685,1.8927205,1.1365601,0.23564485,0.47885117,2.5165708,1.3278165,0.28285733,0.4894738,1.4080539,0.9346845,-0.1173146,0.4425963,0.82302046,0.60614747,-0.49254435,0.073068336,805.8608,828.4249,791.3553,770.80585,838.0952,18.000036,0,0.207275391,0.014709473,0.981628418,3.297271729,-3.618774414,-2.310333252,1,1,1,1,1,80,
12:58:12 AM,2.0916584,0.48018333,0.72673136,0.2135202,1.2739792,1.1365601,0.23259413,0.6642402,1.9930036,1.3278165,0.32311612,0.9249179,0.815017,0.9346845,-0.036201425,0.43504688,0.29853037,0.60614747,-0.42752525,0.059427116,805.05493,770.40295,810.293,845.34796,788.1319,18.000036,0,0.206115723,0.017883301,0.978088379,3.200073242,-4.074859619,-0.702819824,1,1,1,1,1,80,
12:58:13 AM,0.5714762,0.48018333,0.717356,0.63691336,0.75574124,1.1365601,0.30417743,0.8809916,0.75936025,1.3278165,0.38758492,1.0535518,0.3778387,0.9346845,-0.01895223,0.43609458,-0.05204621,0.60614747,-0.42992455,0.11553289,822.7839,790.9524,685.78754,887.6557,869.92676,30.000036,0,0.199462891,0.019226074,0.975097656,3.663635254,-4.089813232,-2.295379639,1,1,1,1,1,80,
12:58:13 AM,1.0719036,0.48018333,0.60694194,1.1302747,1.0806648,1.1365601,0.3040383,1.1595926,0.9933701,1.3278165,0.3325964,1.1147916,0.4197378,0.9346845,0.007847816,0.38082325,-0.09652421,0.60614747,-0.46421367,0.114558704,787.72894,870.32965,786.1172,718.4249,571.75824,26.000034,0,0.200805664,0.01574707,0.981628418,3.611297607,-3.244934082,-4.800109863,1,1,1,1,1,80,
12:58:14 AM,1.2724267,0.48018333,0.68170196,1.2184668,1.2518772,1.1365601,0.29847673,1.1978208,0.99007016,1.3278165,0.28221127,1.1680317,0.5256747,0.9346845,-0.046547506,0.3860861,-0.06928916,0.60614747,-0.52268976,0.14389367,819.9634,820.7692,801.4286,837.28937,987.1795,16.000036,0,0.203369141,0.017272949,0.977478027,3.678588867,-4.373931885,-1.173858643,1,1,1,1,1,80,
12:58:14 AM,0.99813366,0.48018333,0.68170196,1.1130626,1.0630903,1.1365601,0.29847673,1.060204,0.99007016,1.3278165,0.28221127,1.09935,0.50605375,0.9346845,-0.046547506,0.43465722,0.029488513,0.60614747,-0.52268976,0.054508194,820.7692,793.7729,801.02563,888.0586,887.6557,4.0000386,0,0.191955566,0.016723633,0.975158691,3.514099121,-4.104766846,-2.011260986,1,1,1,1,1,80,
12:58:15 AM,0.48666546,0.48018333,1.107529,0.58153653,0.6845321,1.1365601,0.44030786,0.69193566,0.6879137,1.3278165,0.10963821,1.0804808,0.5020233,0.9346845,-0.12234858,0.41035587,0.04631203,0.60614747,-0.5210082,-0.018052286,824.7985,800.2198,790.14655,871.9414,823.1868,12.000038,0,0.192077637,0.016174316,0.979553223,3.439331055,-3.469238281,-2.078552246,1,1,1,1,1,80,
12:58:15 AM,0.43202972,0.48018333,1.0839707,0.3581676,0.5585556,1.1365601,0.46079224,0.4515273,0.6199654,1.3278165,0.15713972,0.92333555,0.4506797,0.9346845,-0.079248674,0.36003548,-0.002530056,0.60614747,-0.55737853,-0.08876256,770.80585,762.74725,792.5641,733.3333,631.39197,22.000036,0,0.19140625,0.017944336,0.979614258,2.87109375,-3.581390381,-1.413116455,1,1,1,1,1,80,
12:58:16 AM,0.4577214,0.48018333,0.99872166,0.19638632,0.4615634,1.1365601,0.54916173,0.3323941,0.66499203,1.3278165,0.5794336,0.54191583,0.3760724,0.9346845,0.1209278,0.32232687,0.013357424,0.60614747,-0.30083957,0.027338391,784.90845,785.7143,783.69965,805.4579,661.2088,24.000034,0,0.182250977,0.013427734,0.982299805,3.342132568,-3.9402771,-1.786956787,1,1,1,1,1,80,
12:58:16 AM,0.41325125,0.48018333,1.0304657,0.18785132,0.36074078,1.1365601,0.4334841,0.29971585,0.8041918,1.3278165,0.5794336,0.46734464,0.3144021,0.9346845,0.11402683,0.32992566,-0.06306534,0.60614747,-0.2428743,0.18115675,810.696,839.304,790.14655,813.5165,959.3773,28.000036,0,0.181640625,0.014526367,0.978637695,3.416900635,-4.142150879,-1.884155273,1,1,1,1,1,80,
12:58:17 AM,0.3849309,0.48018333,1.0238271,0.37358382,0.5597399,1.1365601,0.34758404,0.5775469,0.93181694,1.3278165,0.59068155,0.97688687,0.45031637,0.9346845,0.07299803,0.4526843,-0.07332115,0.60614747,-0.27902684,0.22318646,825.6044,813.1135,803.8461,880.80585,765.16486,36.000042,0,0.186523438,0.014770508,0.98236084,3.775787354,-3.96270752,-1.495361328,1,1,1,1,1,80,
12:58:17 AM,0.2700252,0.48018333,0.9731401,0.37256518,0.52155256,1.1365601,0.22872184,0.5162041,0.89103895,1.3278165,0.22195412,0.97688687,0.40986735,0.9346845,-0.11607039,0.37960705,-0.22599043,0.60614747,-0.51888555,0.058571108,805.05493,757.9121,798.20514,857.8388,964.21246,46.000046,0,0.187194824,0.01385498,0.983459473,3.813171387,-3.200073242,-1.308441162,1,1,1,1,1,80,
12:58:18 AM,0.33383694,0.48018333,0.7621285,0.3743942,0.4862738,1.1365601,0.26791537,0.45265436,0.87531835,1.3278165,0.22142535,0.97688687,0.4571926,0.9346845,-0.15212135,0.4816668,-0.08846048,0.60614747,-0.54368395,0.076338135,821.5751,880.80585,795.78754,878.3883,827.619,58.00004,0,0.193481445,0.016113281,0.977722168,3.304748535,-4.964599609,-1.585083008,1,1,1,1,1,80,
12:58:18 AM,0.2914043,0.48018333,0.49829724,0.31923428,0.30774477,1.1365601,0.23025921,0.24065123,0.6066583,1.3278165,0.13544127,0.537938,0.4068886,0.9346845,-0.20118341,0.39719206,-0.07271642,0.60614747,-0.55134463,0.10748623,786.52014,739.7802,794.9817,787.326,894.5055,62.00004,0,0.187805176,0.016723633,0.98034668,3.312225342,-4.194488525,-2.975769043,1,1,1,1,1,80,
12:58:19 AM,0.34274337,0.48018333,0.43889773,0.4182933,0.12527865,1.1365601,0.011138061,0.2674121,0.53324795,1.3278165,0.16144143,0.5326458,0.39574903,0.9346845,-0.089972764,0.431328,-0.09330295,0.60614747,-0.42006814,0.07961203,817.9487,842.1245,789.34064,812.71063,827.619,62.00004,0,0.185791016,0.014648438,0.981933594,3.334655762,-4.396362305,-1.592559814,1,1,1,1,1,80,
12:58:20 AM,0.1674575,0.48018333,0.825453,0.36754835,-0.012476574,1.1365601,-0.09063166,0.29440194,0.4993604,1.3278165,0.15010296,0.4966985,0.32168627,0.9346845,-0.031671137,0.3355918,-0.18497202,0.60614747,-0.3910943,-0.01471072,789.7436,776.8498,802.6374,737.76556,580.2198,62.00004,0,0.186218262,0.013549805,0.980957031,3.087921143,-4.059906006,-1.749572754,1,1,1,1,1,80,
12:58:20 AM,0.30245796,0.48018333,1.0233088,0.0640509,0.45815024,1.1365601,-0.10043198,0.32650667,0.49774554,1.3278165,0.083647974,0.41954333,0.32960618,0.9346845,-0.03602211,0.43345776,-0.029232556,0.60614747,-0.33942288,0.007500207,819.15753,840.10986,796.1905,848.97437,879.19415,58.00004,0,0.183105469,0.016479492,0.985473633,3.439331055,-4.628143311,-1.772003174,1,1,1,1,1,80,
12:58:21 AM,0.22882888,0.48018333,1.0720401,0.049211465,0.5002617,1.1365601,-0.001180896,0.40784964,0.45216867,1.3278165,0.20189382,0.43445918,0.35991132,0.9346845,-0.08177499,0.44021,-0.007750321,0.60614747,-0.44260222,-0.024749072,809.4872,861.8681,769.59705,780.87915,775.64105,48.000046,0,0.186645508,0.013671875,0.977661133,3.237457275,-3.69354248,-1.465454102,1,1,1,1,1,80,
12:58:21 AM,0.46662393,0.48018333,1.0824049,0.52467805,0.54619974,1.1365601,0.0478191,0.5777971,0.49807152,1.3278165,0.32951987,0.70782816,0.35815817,0.9346845,-0.1017258,0.4550576,-0.022874229,0.60614747,-0.44301724,0.030789614,809.4872,778.46155,780.87915,864.2857,1014.57874,38.000042,0,0.194396973,0.008422852,0.979675293,3.304748535,-4.463653564,-1.248626709,1,1,1,1,1,80,
12:58:22 AM,0.39495897,0.48018333,1.1226076,0.57148683,0.26111308,1.1365601,0.09718475,0.6050792,0.57863045,1.3278165,0.32951987,0.89483845,0.34194225,0.9346845,-0.033626255,0.37936592,-0.18111646,0.60614747,-0.5146651,-0.040228512,815.9341,830.4396,804.65204,805.4579,851.39197,46.000046,0,0.185180664,0.014160156,0.981750488,3.491668701,-4.620666504,-1.271057129,1,1,1,1,1,80,
12:58:22 AM,0.4735481,0.48018333,1.1826342,0.5393194,0.31167507,1.1365601,0.27316362,0.55169624,0.6437312,1.3278165,0.32038265,0.89483845,0.34162036,0.9346845,-0.1571845,0.2902981,-0.17187943,0.60614747,-0.48669016,-0.009217962,784.10254,772.4176,806.26373,786.1172,683.7729,56.000042,0,0.189575195,0.014282227,0.983398438,3.416900635,-4.291687012,-1.293487549,1,1,1,1,1,80,
12:58:23 AM,0.3059582,0.48018333,0.8461705,0.035640016,0.42610642,1.1365601,0.64063275,0.24091607,0.6621902,1.3278165,0.59194595,0.85372734,0.32110268,0.9346845,-0.008346129,0.17378281,-0.18891412,0.60614747,-0.45107827,-0.099139765,777.6557,867.50916,796.99634,713.9927,684.17584,68.00003,0,0.186462402,0.007202148,0.985717773,3.73840332,-3.529052734,-2.153320313,1,1,1,1,1,80,
12:58:23 AM,0.22812577,0.48018333,0.8578644,0.13693856,0.6417445,1.1365601,0.5520933,0.5257149,0.5447259,1.3278165,0.5958828,0.7104273,0.27970082,0.9346845,-0.03792276,0.188338,-0.21916716,0.60614747,-0.4531148,-0.11363841,803.0403,806.6667,801.02563,773.22345,672.0879,76.00002,0,0.191040039,0.010803223,0.98449707,3.887939453,-4.164581299,-1.368255615,1,1,1,1,1,80,
12:58:24 AM,0.2833504,0.48018333,0.76334155,0.3439982,0.7757975,1.1365601,0.5321825,0.7218325,0.7040739,1.3278165,0.5958828,0.7762057,0.22980627,0.9346845,0.017023228,0.28160253,-0.2073211,0.60614747,-0.43915388,-0.15696408,807.0696,718.8278,760.7326,845.7509,758.71796,76.00002,0,0.185852051,0.014953613,0.983581543,3.656158447,-3.865509033,-1.360778809,1,1,1,1,1,80,
12:58:24 AM,0.5113585,0.48018333,0.85761696,0.8086461,0.94672513,1.1365601,0.02225669,1.026142,0.7427207,1.3278165,-0.023756707,0.92317647,0.23082986,0.9346845,-0.13520296,0.38886923,-0.15165892,0.60614747,-0.49484652,-0.109799094,780.07324,795.78754,798.60803,743.4066,657.5824,74.00002,0,0.18371582,0.01574707,0.984375,3.446807861,-4.187011719,-2.018737793,1,1,1,1,1,80,
12:58:25 AM,0.65054286,0.48018333,0.85761696,0.8410926,0.964214,1.1365601,0.02225669,0.9801718,0.75687605,1.3278165,-0.023756707,0.9247577,0.2903748,0.9346845,-0.13520296,0.41779527,-0.052177336,0.60614747,-0.49484652,-0.08592674,796.1905,792.96704,803.44324,730.5128,630.18317,62.00004,0,0.192749023,0.016174316,0.978027344,3.244934082,-3.7159729,-1.353302002,1,1,1,1,1,80,
12:58:25 AM,0.59166217,0.48018333,0.56705797,0.95181406,0.8765515,1.1365601,0.054480664,1.0583248,0.7533867,1.3278165,0.08834171,0.9534949,0.311608,0.9346845,-0.07410462,0.4153802,-0.028446507,0.60614747,-0.39606693,-0.018034263,805.4579,804.2491,788.93774,860.2564,939.2308,54.000046,0,0.192749023,0.01348877,0.981445313,3.573913574,-4.276733398,-1.517791748,1,1,1,1,1,80,
12:58:26 AM,0.31723827,0.48018333,0.5090557,0.67105955,0.44023356,1.1365601,-0.054370847,0.7772105,0.34682924,1.3278165,0.23789956,0.8673117,0.15688865,0.9346845,-0.045081675,0.27270663,-0.16268586,0.60614747,-0.47654358,-0.043638114,784.10254,743.00366,796.5934,774.83514,645.09155,44.000046,0,0.18548584,0.011657715,0.984130859,3.820648193,-4.097290039,-1.061706543,1,1,1,1,1,80,
12:58:26 AM,0.45641148,0.48018333,0.65465236,0.5358786,0.348658,1.1365601,-0.0403215,0.63628,0.46567902,1.3278165,0.33410218,0.85471916,0.1995884,0.9346845,-0.054769546,0.23324782,-0.11340555,0.60614747,-0.44948184,0.007921941,790.14655,845.7509,823.9927,742.6007,707.1429,44.000046,0,0.183654785,0.00982666,0.980407715,3.626251221,-3.686065674,-1.831817627,1,1,1,1,1,80,
12:58:27 AM,0.42994368,0.48018333,0.9939771,-0.12591775,0.20603158,1.1365601,-0.004458644,0.07966068,0.45841762,1.3278165,0.29368263,0.53622234,0.17935973,0.9346845,-0.09717199,0.28090852,-0.07566829,0.60614747,-0.48992705,0.11108041,815.9341,817.1429,804.65204,748.24176,556.8498,44.000046,8,0.188842773,0.015686035,0.981628418,3.768310547,-4.628143311,-2.011260986,1,1,1,1,1,80,
12:58:28 AM,0.43105194,0.48018333,1.1305345,0.101877436,0.3600847,1.1365601,0.22675194,0.40521896,0.71625763,1.3278165,0.26754183,0.76492506,0.31405178,0.9346845,-0.13055694,0.41616702,-0.07799818,0.60614747,-0.4834728,0.1783662,775.64105,735.7509,786.1172,757.50916,618.0952,52.000046,9.999999,0.189575195,0.012451172,0.98059082,3.596343994,-3.618774414,-1.757049561,1,1,1,1,1,80,
12:58:28 AM,0.34957817,0.48018333,1.1877888,0.30144575,0.50272715,1.1365601,0.38007608,0.5634337,0.89036226,1.3278165,0.32323447,0.8869369,0.39441475,0.9346845,-0.15270069,0.4754298,-0.08894855,0.60614747,-0.5354833,0.15695468,794.57874,828.8278,812.3077,722.4542,665.64105,62.00004,0,0.192565918,0.008178711,0.980102539,3.319702148,-3.409423828,-1.547698975,1,1,1,1,1,80,
12:58:29 AM,0.54623795,0.48018333,1.1471053,0.49870586,0.6631783,1.1365601,0.4467654,0.733179,0.94775355,1.3278165,0.3178678,0.99496955,0.5020109,0.9346845,-0.14966813,0.60378075,-0.07357885,0.60614747,-0.5157489,0.09929028,771.2088,662.8205,751.8681,735.34796,649.5238,72.00003,0,0.190979004,0.014526367,0.979187012,3.319702148,-4.246826172,-1.263580322,1,1,1,1,1,80,
12:58:29 AM,0.6843887,0.48018333,1.133032,0.4510508,0.7044742,1.1365601,0.41494006,0.62207884,0.9299875,1.3278165,0.31216055,0.9787806,0.55044633,0.9346845,-0.18509485,0.54454345,-0.04801023,0.60614747,-0.51450145,0.015098759,824.3956,821.978,792.1612,882.8205,799.41394,84.000015,0,0.182189941,0.010498047,0.980651855,3.880462646,-3.603820801,-1.704711914,1,1,1,1,1,75,
12:58:30 AM,0.596285,0.48018333,1.0755635,0.3356629,0.58756346,1.1365601,0.29678392,0.5126812,0.8524089,1.3278165,0.2403894,0.9270895,0.42756432,0.9346845,-0.17776085,0.44180074,-0.058686372,0.60614747,-0.50950444,4.41E-04,799.81683,772.8205,799.41394,847.76556,826.4103,96,0,0.185241699,0.009338379,0.98236084,3.289794922,-4.201965332,-1.77947998,1,1,1,1,1,75,
12:58:30 AM,0.48176962,0.48018333,0.3868473,0.29202205,0.5227094,1.1365601,0.020960039,0.43192852,0.8406197,1.3278165,-0.3993289,0.8469385,0.33789143,0.9346845,-0.0174328,0.30123037,-0.025978236,0.60614747,-0.63070816,-0.05520704,804.65204,870.32965,806.6667,767.1795,654.35895,100,0,0.189147949,0.009765625,0.981201172,3.551483154,-3.80569458,-1.480407715,1,1,1,1,1,75,
12:58:31 AM,0.3772645,0.48018333,0.6332927,0.40571466,0.53333414,1.1365601,0.08762978,0.62492687,0.77498466,1.3278165,0.16762936,0.82747287,0.19829768,0.9346845,-0.07241758,0.23555988,0.05255268,0.60614747,-0.4585736,0.021719268,801.8315,738.5714,817.1429,821.978,745.0183,100,0,0.190429688,0.012084961,0.979614258,3.207550049,-4.426269531,-1.585083008,1,1,1,1,1,75,
12:58:31 AM,0.645413,0.48018333,0.79235494,0.44837087,0.730649,1.1365601,0.46961942,0.69053996,0.9704075,1.3278165,0.35407877,0.88742703,0.2944561,0.9346845,-0.079365514,0.32906607,0.098935254,0.60614747,-0.3659299,0.09737598,778.46155,779.67035,779.67035,722.0513,724.4689,100,0,0.190368652,0.010375977,0.979309082,3.431854248,-4.837493896,-1.614990234,1,1,1,1,1,75,
