Gamma_TP10,Beta_TP10,Gamma_AF8,Gamma_TP9,Delta_TP9,Delta_AF8,Delta_TP10,Beta_TP9,Beta_AF8,Beta_AF7,Gamma_AF7,Theta_TP9,Theta_TP10,Theta_AF7,Delta_AF7,Alpha_TP10,Alpha_AF7,Class
0.089721773,0.423825369,-0.216335505,0.190661887,0.944104354,0.426994461,0.536282496,0.451601336,0.127437769,-0.012297627,-0.352462369,0.214773513,0.038254547,0.176693162,0.709988849,0.778148187,0.216868971,2
0.03283942,0.375577643,-0.163521105,0.154466615,0.74908555,0.581488491,0.449891613,0.439820759,0.059891229,-0.076398791,-0.338708019,0.123954661,0.194888407,0.18583344,0.763665416,0.600624106,0.32284757,2
-0.033068065,0.490791946,-0.128409384,0.090103443,0.679512502,0.846715005,0.552202308,0.562248674,0.11288326,0.054425742,-0.216886104,0.339543421,0.551722441,0.050540773,0.700176791,0.98142984,0.317088074,2
0.022422287,0.549573565,-0.181096199,0.100419132,1.072638895,1.172131109,1.160238089,0.691057821,0.21795916,0.094883028,-0.186933355,0.81970462,0.88739239,-0.04776228,0.57431422,0.991090606,0.391672665,2
0.186260146,0.602565822,-0.196943899,0.296291245,1.104854122,1.158281727,1.253441996,0.737734726,0.185647571,0.069396864,-0.14114057,0.914743351,0.969220571,0.245557822,0.58256445,0.99251609,0.456403891,2
0.224720798,0.539747139,-0.197384779,0.323369209,1.17068269,1.058453734,1.34726032,0.695316374,0.124811671,0.001392904,-0.256304237,0.996712542,0.994336803,0.292722759,0.511538774,0.944592224,0.456250131,2
0.359879919,0.540409512,-0.235929201,0.446020837,0.712535918,0.869548053,1.072956792,0.538032417,-0.054959943,0.027196554,-0.292597108,0.700327664,0.840229669,0.331678447,0.813484753,0.654055118,0.456250131,2
0.167670151,0.606297026,-0.277237524,0.201388057,0.52029173,1.133418109,0.445328494,0.413068285,0.051492452,0.107499939,-0.371988915,0.059732085,0.259235214,0.274727706,1.187731971,0.785130491,0.504192277,2
0.175285547,0.595408161,-0.348465348,0.101418309,0.752945864,1.127990007,1.00646966,0.556845,0.145191208,0.24431437,-0.389404626,0.300377211,0.571356263,0.283870519,1.266461727,0.815348699,0.533701336,2
0.187974166,0.548853102,-0.323089718,0.013292643,0.691744805,1.120298546,0.87231155,0.535812322,0.252382185,0.26428779,-0.300008541,0.250167869,0.469136023,0.168490828,1.242452863,0.842478043,0.553000467,2
0.321863293,0.575223373,-0.249312907,0.036652372,0.851555593,1.459283432,0.893779639,0.619553189,0.369761489,0.274631106,-0.211988269,0.490765567,0.5562143,0.252451401,1.154875116,0.851459059,0.791645205,2
0.324478658,0.546717991,-0.179499913,0.064836414,0.849142232,1.707638127,0.75617143,0.552731406,0.452692326,0.24059724,-0.180284366,0.377910527,0.411440779,0.387603938,1.402626033,0.905406056,0.859506286,2
0.278122691,0.455343944,-0.125340148,0.083676831,0.807370254,1.701008878,0.692341554,0.511979728,0.446815255,0.205957262,-0.277334111,0.357714929,0.297241001,0.428368879,1.431794487,0.905406056,0.859506286,2
0.164660311,0.327364283,-0.144562491,-0.006690034,0.752423811,1.566399719,0.771814209,0.37971285,0.374063278,0.193773902,-0.367648117,0.300173925,0.165188207,0.380668106,1.373392171,0.856676084,0.785819861,2
0.288484541,0.50774681,-0.139264731,0.060545498,1.043431594,1.159137155,1.075530547,0.682413034,0.330579771,0.418622909,-0.34869892,0.683591727,0.65393017,0.860943881,1.393643391,1.071483433,0.952333409,2
0.333578503,0.618492905,-0.211035311,0.087751349,1.101692117,1.109946543,1.147602087,0.694647399,0.28643129,0.438895002,-0.235264765,0.689254606,0.715021881,0.896508551,1.344601668,1.047463359,0.952333409,2
0.279936563,0.648444117,-0.29658306,0.135114134,1.093034762,1.076571616,1.162941151,0.712666263,0.220596728,0.451423285,-0.16758046,0.661591485,0.799568812,0.914951616,1.360754301,1.047463359,0.952333409,2
0.10827018,0.52588633,-0.404471681,0.087752639,0.7239569,0.749324851,0.837378134,0.394466462,0.113877933,0.191592786,-0.158666889,0.19758665,0.517288502,0.363652015,0.783248444,0.809857926,0.705051966,2
-0.079670304,0.403831509,-0.340470637,0.187753067,0.355582612,0.861278181,0.658765217,0.32145614,0.179282174,0.134704246,-0.187092965,0.282423918,0.57098926,0.171847815,0.846564311,0.691585177,0.506984079,2
0.301236437,0.609922903,-0.233241195,0.690610655,1.808377699,0.875757286,0.50262878,0.958790885,0.254722998,0.330104493,-0.152777886,0.596311203,0.290088358,0.268261557,0.788569241,0.774488419,0.177585213,2
0.340589315,0.580224899,-0.229928136,0.686096807,1.812392776,0.981826478,0.452811261,0.929575554,0.226758637,0.304151681,-0.163569589,0.568554488,0.285571219,0.340791362,0.80145446,0.805304243,0.259859324,2
0.340589315,0.580224899,-0.326109805,0.686096807,1.812392776,1.240171146,0.452811261,0.929575554,0.177237146,0.308521083,-0.163175661,0.568554488,0.285571219,0.378841452,0.702609178,0.805304243,0.253813541,2
0.28245645,0.506867487,-0.52610657,0.416251324,1.501811814,1.278633265,0.195757241,0.68182571,0.13215768,0.153173385,-0.328570711,0.284339805,0.466400661,0.423000218,0.820632137,0.957518908,0.222814021,2
-0.05534994,0.427203158,-0.650076606,-0.07857785,0.409632715,1.305923825,0.283771165,0.468876205,0.097126009,0.108253759,-0.416218033,0.045996919,0.514780376,0.113693173,1.248526922,0.850876518,0.240778466,2
-0.055151737,0.438417595,-0.551223639,-0.063232803,0.387196964,1.102208212,0.304250764,0.407055832,0.083570935,0.045406683,-0.41348318,0.021291895,0.413242183,0.061452443,1.429079823,0.850876518,0.250763958,2
0.161198341,0.594254219,-0.364805945,0.155438664,0.377641304,1.075199573,0.480133563,0.532913277,0.102381002,0.044833531,-0.090105237,0.142527856,0.302589721,0.165381878,1.389700468,0.922153792,0.521629738,2
0.263233378,0.671159079,-0.310988002,0.27639362,0.365434667,0.883240741,0.613392277,0.577090809,0.077389129,0.075843214,-0.084213684,0.113119869,0.412541492,0.217267931,1.286518679,0.829295955,0.485695208,2
0.41456734,0.73250104,-0.193967455,0.408400712,0.407443505,0.83771564,0.731992135,0.669388419,0.075471831,0.156221016,0.005514145,0.208740985,0.544807486,0.475216227,0.886258348,0.852509957,0.720762723,2
0.416630743,0.706071018,-0.219508198,0.394837614,0.469504956,1.077923353,0.814000613,0.637428022,0.078485298,0.213775906,-0.141131491,0.016030887,0.677548782,0.511090396,0.797681326,0.816900968,0.718710599,2
0.30984204,0.437620112,-0.229104748,0.306571585,0.578856482,1.093117202,0.514446508,0.478443398,0.10433878,0.078356571,-0.133829758,0.493311709,0.22003183,0.506025326,0.830639705,0.536113969,0.681317733,2
0.157484302,0.403241998,-0.265952827,0.119539877,0.483856336,1.016963003,0.325687759,0.450526124,0.064189119,-0.05107314,-0.276648089,0.366148004,0.182950422,0.132095765,0.541245438,0.480212577,0.159189021,2
0.259518351,0.486787395,-0.228471987,0.134347393,0.917842781,0.564698908,0.925363896,0.501244295,0.061245757,-0.034944337,-0.3673251,0.614084375,0.678534203,0.032759974,0.398245834,0.896541562,0.173660912,2
0.381173169,0.52567149,-0.26494362,0.163777993,0.917519142,0.406213231,0.954137846,0.497696541,0.050303073,-0.087784033,-0.451160963,0.548711082,0.705759456,-0.151113614,0.435420883,0.896541562,0.024098493,2
0.433518412,0.555056358,-0.350275649,0.25444703,0.952821778,0.632672862,0.970131815,0.536369576,0.105048174,-0.065193698,-0.471499679,0.586018254,0.731633411,-0.143131194,0.513733131,0.913581947,0.02126359,2
0.294022567,0.497605563,-0.462997135,0.168748474,0.695632972,1.004370105,0.620327006,0.553653781,0.053744959,0.001002338,-0.287871558,0.401822583,0.418626011,-0.035898728,0.891092804,0.650454924,-0.03047324,2
0.022306642,0.394805106,-0.416672826,-0.009429241,0.5650234,1.292308281,0.467473622,0.516058086,0.04387005,0.048211998,-0.270556468,0.383676472,0.350740955,0.188125082,1.119473614,0.675837617,0.188665648,2
-0.224007294,0.306164062,-0.331585672,-0.264130528,0.439657769,1.458507776,0.37729143,0.51316743,0.096657415,0.114515376,-0.213547571,0.26856417,0.107418643,0.32496617,1.345453845,0.679799538,0.271368939,2
-0.160673932,0.215020923,-0.268000425,-0.209107354,0.524598552,1.586520859,0.364357644,0.369923101,0.124539594,0.069901303,-0.270157872,0.277450796,-0.025289223,0.502391202,1.420352779,0.655136452,0.346646901,2
-0.144283176,0.271125611,-0.207122681,-0.204072224,0.552772781,1.554461511,0.349425287,0.34571017,0.383904241,0.069880877,-0.271498718,0.32371901,-0.006316612,0.559217943,1.403759585,0.676178688,0.515097907,2
-0.048246072,0.311729206,-0.312687666,-0.116870291,0.598237615,1.045271612,0.411188331,0.290026691,0.377315156,0.005670908,-0.316378561,0.434239277,0.050844605,0.48929355,1.155768566,0.721781102,0.565648874,2
0.067062196,0.493365081,-0.253160049,-0.023141671,0.79462972,1.046990931,0.921544241,0.398252054,0.356942556,0.087450995,-0.174048897,0.586969166,0.670464035,0.426464814,1.016012427,1.170137012,0.598661002,2
0.061071824,0.47454208,-0.253506646,-0.032808694,0.926349417,1.062638073,1.064232533,0.427530898,0.278271959,0.141673581,-0.186905339,0.654676194,0.738690444,0.409836004,1.023300438,1.270757322,0.645412929,2
-0.000524233,0.531418751,-0.275667783,-0.077488449,0.947431379,1.029479212,1.161538684,0.394520293,0.188092098,0.213549557,-0.185943022,0.741780976,0.803961668,0.5768158,1.073657199,1.270757322,0.646559502,2
-0.197405276,0.423419949,-0.286552773,-0.283005646,0.922710503,1.107351218,1.133825555,0.2883119,0.086087804,0.229136616,-0.373152831,0.76281113,0.614140169,0.632608446,1.059307293,1.160124232,0.608266442,2
-0.032986832,0.608988593,-0.320150101,-0.094889332,0.352309931,0.833338043,0.884664309,0.349110212,0.071327931,0.252452328,-0.350452013,0.724493331,0.362211038,0.66559168,0.827664117,1.005822164,0.568563262,2
-0.003872226,0.535625366,-0.35195292,-0.109656531,0.09313123,0.773038155,0.369418932,0.439678191,0.080780627,-0.205937536,-0.197308046,0.506347354,0.259095192,0.075734719,0.415425192,0.666175691,0.389940646,2
-0.078875668,0.471917727,-0.46743354,-0.131109977,0.109124773,0.507112248,0.355606736,0.359469236,0.012088473,-0.116606165,-0.221238954,0.44179592,0.196329069,0.18787382,0.784028605,0.694152811,0.438048602,2
0.154651257,0.462534847,-0.412025911,0.064009143,0.508477533,0.882285185,0.534741456,0.337537014,-0.001334496,-0.022514078,-0.127579746,0.555930961,0.305067321,0.342388989,0.933428693,0.678378913,0.593884258,2
0.156202478,0.379322941,-0.37812461,0.065689538,0.56935018,1.006639843,0.566388954,0.277714422,-0.018948038,0.03453235,-0.146489869,0.484943726,0.334769564,0.334725376,1.129533678,0.51454343,0.513473489,2
0.164337191,0.348720529,-0.269107053,0.089106372,0.592734501,1.218596135,0.587311284,0.298360805,0.051187349,0.120102305,-0.159343857,0.49319148,0.326691178,0.309620025,1.183742591,0.535114565,0.519398317,2
-0.037830594,0.268554607,-0.099017327,-0.073142156,0.298976735,0.842342316,0.401340363,0.322826444,-0.018416546,0.128212753,-0.276127816,0.359967331,0.229019784,0.075210397,1.067994732,0.543099726,0.403660363,2
-0.041655925,0.285135764,-0.11990441,-0.018347035,0.263674083,1.165952204,0.330854664,0.434351663,0.194791079,0.090697837,-0.3411933,0.355892759,0.088908339,0.271960925,0.859953894,0.616910088,0.443522957,2
0.104763201,0.381703026,-0.143553246,0.0587695,0.581466613,1.097800134,0.762467391,0.603513154,0.159710427,0.020369603,-0.294584953,0.531298965,0.473943753,0.281361854,0.603996222,1.013838823,0.614731998,2
0.174941872,0.495182167,-0.182000024,0.161595669,0.986524734,1.109580009,1.160639224,0.68689458,0.203730001,-0.135527372,-0.321854378,0.619394535,0.60329498,0.377605628,0.738088869,1.08718142,0.743215991,2
0.178365201,0.524177579,-0.228356576,0.211139783,1.003494364,0.822675167,1.159812102,0.655084648,0.129349786,-0.042514108,-0.316778784,0.556256641,0.58323219,0.340622352,0.690880721,1.334942302,0.944544365,2
0.243347978,0.51423401,-0.168453839,0.233471622,1.059514803,0.823818522,1.092403708,0.585582919,0.191762676,0.085856431,-0.309470376,0.35848076,0.455001067,0.306564093,0.679056945,1.305175415,1.001409803,2
0.181441198,0.468353057,-0.106863362,0.148967433,0.911212027,0.642962001,0.750550946,0.58900087,0.159392378,0.143883076,-0.31685302,0.399707602,0.354595575,0.235132163,0.579819096,1.272816368,0.952486346,2
0.16317125,0.481129741,-0.099691188,0.091279291,0.891135481,0.654092363,0.72813691,0.647004891,0.114932284,0.178034947,-0.321889376,0.443350112,0.41988955,0.116595123,0.510228514,1.1903053,0.956014103,2
0.117270313,0.592941114,-0.137302721,0.097437841,0.682603427,0.66342396,0.617491447,0.696534899,0.08634057,0.146766618,-0.386938961,0.515941366,0.633680991,0.019601077,0.654896239,1.071299458,0.760994888,2
0.0840886,0.570081847,-0.252780681,0.074786018,0.385842784,0.823033832,0.476190985,0.603920271,0.09162638,0.11930928,-0.432352578,0.22959227,0.622206971,-0.007715642,0.587608713,1.078922515,0.640825754,2
0.149676285,0.572733467,-0.200602514,0.057504362,0.409100063,0.782231602,0.531235999,0.555251069,0.029971462,0.035273794,-0.348792929,0.14950075,0.600403633,0.002486891,0.615353321,1.083326488,0.499227904,2
0.164913206,0.557591244,-0.178951756,0.008220124,0.425990335,0.821754586,0.86354467,0.545334709,-0.076183325,-0.073193913,-0.30067109,0.051122001,0.528960289,0.165597729,0.605689686,1.114560884,0.456984516,2
0.246336459,0.550073554,-0.18799039,0.064981079,0.425002207,0.822178718,0.901111108,0.531322506,-0.029551944,-0.106149036,-0.306868363,0.116124059,0.493623545,0.300827469,0.590368631,0.99228343,0.531964197,2
0.32631866,0.587041778,-0.144909381,0.239457564,0.520136683,0.792134422,0.874655576,0.57708095,0.022176765,0.016114505,-0.392057655,0.212338632,0.491039094,0.358950138,0.573538156,1.02749042,0.610431316,2
0.238366689,0.527579181,-0.114126449,0.266117558,0.558077228,0.660533257,0.512792599,0.471506433,0.063218266,0.108782973,-0.408920123,0.161305572,0.308704035,0.308568354,0.386131491,1.029875638,0.604275622,2
0.180467573,0.606113341,-0.130652886,0.267817657,0.593325756,0.636530567,0.304724776,0.550538055,0.14661087,0.166042734,-0.287527144,0.295556515,0.303995198,0.144878536,0.269888432,1.138751139,0.603202159,2
0.139258263,0.641028018,-0.141673504,0.129901082,0.768879603,0.719146613,0.743165214,0.530293479,0.21233084,0.119750646,-0.217870478,0.495232902,0.506508384,-0.034030192,0.155104329,1.149077483,0.465382553,2
0.150136202,0.631626816,-0.116938474,-0.019786134,1.06189545,0.613931115,1.098533304,0.534117835,0.296698018,-0.038148356,-0.177135537,0.737331786,0.780448699,-0.142140972,-0.101568376,1.115887339,0.393298911,2
0.531890344,0.656782426,-0.04209836,0.151345185,1.158576705,0.398529394,1.204838401,0.5639096,0.347266284,-0.000409782,-0.10062219,0.87347847,0.880479505,0.016768612,0.082999382,1.05930699,0.442002233,2
0.624118353,0.648369857,-0.084800017,0.307929858,1.136438533,0.151284225,1.15764503,0.584550269,0.30801173,0.070211345,-0.130146494,0.873691855,0.89517665,0.13022968,0.192383286,0.876693199,0.64955385,2
0.637866472,0.64284321,-0.177703983,0.348346344,1.03763076,0.108264952,0.977009839,0.586849815,0.197257141,0.224992884,-0.249172166,0.946645154,0.824666723,0.173390474,0.390287614,1.058166536,0.680674405,2
0.430092839,0.54788093,-0.255603208,0.280172755,1.021415615,0.334084346,0.941364478,0.496084837,0.089940207,0.191908338,-0.56468516,0.930583028,0.783534763,0.194576016,0.321345345,1.077568006,0.727654375,2
0.295512073,0.558033943,-0.311957967,0.154901707,1.052537039,0.693588527,1.072739579,0.437856237,0.100856427,0.113056294,-0.521778669,0.868995434,0.873331904,0.35814728,0.923877799,1.221269248,0.735102718,2
0.296467444,0.612551073,-0.384221284,0.150546626,0.98773631,1.14228832,1.072220782,0.414311222,0.136522545,-0.040510901,-0.452885477,0.652289415,0.795004264,0.332526767,1.410858004,1.17622141,0.645830434,2
0.225743288,0.589811313,-0.332708596,0.054124925,0.840110985,1.313218726,0.958577414,0.431709034,0.088968247,-0.105970751,-0.35920783,0.382540809,0.662031615,0.292640018,1.516438115,1.15637383,0.603540926,2
0.113169998,0.523122749,-0.189338097,-0.049477446,0.639652265,1.288029096,0.636478126,0.487260441,0.121555966,-0.040198395,-0.407931568,0.420043666,0.28879548,0.021878533,1.460253077,0.536411545,0.261849186,2
0.002446579,0.483193025,-0.136868924,-0.152231852,0.366089004,1.152574896,0.289920905,0.508175197,0.137747592,0.078696238,-0.373659101,0.444269315,0.189083768,0.197175464,1.314783186,0.656117488,0.329350012,2
-0.067470138,0.438631945,-0.167547822,-0.081403999,0.69887915,0.558174234,0.368679294,0.516870458,0.197224766,0.138919219,-0.433378008,0.577623639,0.206851053,0.269066118,1.014901135,0.803809623,0.345751931,2
-0.198633712,0.594836753,-0.189196671,-0.040482049,0.87931961,0.414359563,0.533862172,0.626573365,0.155630319,0.212951864,-0.47865579,0.943722569,0.624001015,0.417467156,0.989295384,0.955275963,0.786430823,2
-0.032811114,0.626971896,-0.210943946,0.03636842,1.042054881,0.438383174,0.849426106,0.629818998,0.135723861,0.172823331,-0.391465646,1.079802353,0.903001528,0.345657442,0.441259633,1.10150689,0.794709232,2
0.09994558,0.66354916,-0.181147412,0.107602181,0.983977469,0.380855594,0.916731119,0.662435295,0.138732588,0.141342506,-0.268295098,1.055295055,0.919722707,0.314182023,0.283318033,1.09160157,0.794709232,2
0.182763335,0.574000075,-0.256149864,0.142301636,0.930250218,0.817880713,0.954452084,0.598955949,0.166706515,0.060873014,-0.237004406,0.891196327,0.860780504,0.595220106,0.921886421,1.073342039,0.707332489,2
0.23976178,0.576256136,-0.237516233,0.236836318,0.803439925,1.412235442,0.948442907,0.621465758,0.13547004,-0.05647284,-0.211148542,0.537706449,0.555947628,1.124619051,1.529944786,0.979969207,0.814589122,2
0.827637896,0.89097777,0.079881736,0.896304512,1.986566784,1.48015926,1.714117615,0.761259049,0.252351173,0.069740157,0.013520684,0.54645709,0.679198492,1.137790143,1.563234814,0.881291874,0.792560111,2
0.89532726,0.855665848,0.112274006,0.936968623,2.036639826,1.42625182,1.893757807,0.722934338,0.273114149,0.05323304,0.071283336,0.769083862,0.758180664,1.045313421,1.48708211,0.89366106,0.829843886,2
0.806689266,0.78590154,0.085936641,0.834590768,1.935803026,0.895281314,1.820700558,0.698952404,0.290912668,0.082765413,0.058980728,0.969981007,0.845125858,0.153152563,0.774786185,0.964379881,0.62702687,2
0.691677227,0.624874572,-0.265004934,0.672538327,1.768662242,0.530583495,1.776204163,0.627651642,0.17354157,-0.065176408,-0.223450285,1.06490874,0.876673528,0.094484802,0.550920392,0.932671504,0.75295943,2
0.249733202,0.584449452,-0.394838934,0.194249035,1.332120759,0.413101371,1.433673507,0.713505139,0.110410731,0.028751042,-0.347317263,1.117844794,0.944469363,0.230662259,0.496191745,0.890730249,0.797361973,2
0.102663404,0.685058145,-0.416968587,0.026144217,0.956661334,0.42041476,1.16933067,0.647616958,0.163972104,0.020622744,-0.361071567,0.666322513,0.682472089,0.228369663,0.509521201,0.613154059,0.797361973,2
0.102663404,0.685058145,-0.434205844,0.026144217,0.956661334,1.273474781,1.16933067,0.647616958,0.178793155,0.07777605,-0.426393406,0.666322513,0.682472089,0.29514458,0.475868721,0.613154059,0.660617368,2
0.223976204,0.722089749,-0.387538944,0.111865811,0.634327046,1.964124331,1.049377724,0.536333274,0.217550116,0.001883844,-0.404434788,0.372999338,0.440278202,0.023320482,1.597928522,0.653338334,0.448107491,2
0.279842339,0.515142826,-0.338766401,0.275880812,0.643869276,2.005741171,0.719536137,0.605962996,0.159116251,0.087101912,-0.41013038,0.39856355,-0.030136839,0.271946395,2.073635855,0.552465802,0.717088512,2
0.162068186,0.511496884,-0.313259027,0.170008046,0.623237374,2.047067459,0.692567989,0.564953799,0.105314107,0.104301182,-0.369495323,0.546792598,0.139456012,0.30069096,1.993207929,1.003190598,0.717088512,2
0.126025442,0.508162543,-0.279277514,0.125921086,0.606819028,1.650285138,0.663776494,0.546885051,0.064122594,0.154986232,-0.345528759,0.683563309,0.397387116,0.330573627,1.849231712,1.024716839,0.717088512,2
0.036419869,0.533382308,-0.272519815,-0.003742127,0.729711969,1.612559408,0.819594203,0.531242606,0.057676287,0.187860377,-0.32151013,0.747500783,0.56155904,0.459889143,1.558302674,1.024716839,0.551931141,2
0.101994788,0.57295664,-0.272519815,0.01918743,0.810919057,1.612559408,0.910986957,0.542526676,0.057676287,0.229517185,-0.304897421,0.783830765,0.682485088,0.535139754,1.112882978,0.971440282,0.40868113,2
0.194599452,0.637284138,-0.272519815,0.026342519,1.000279296,1.612559408,1.117204691,0.600676884,0.057676287,0.227832134,-0.311363919,0.570553784,0.688418456,0.686441107,1.021405424,0.752244691,0.405476152,2
0.194599452,0.637284138,-0.373461531,0.026342519,1.000279296,1.106431539,1.117204691,0.600676884,0.246743965,0.227832134,-0.311363919,0.570553784,0.688418456,0.686441107,1.021405424,0.752244691,0.405476152,2
0.194599452,0.637284138,-0.358184801,0.026342519,1.000279296,0.908469395,1.117204691,0.600676884,0.183608057,0.227832134,-0.311363919,0.570553784,0.688418456,0.686441107,1.021405424,0.752244691,0.405476152,2
0.151824951,0.43099092,-0.384137886,0.294395614,0.836834195,0.686656188,1.086681187,0.622902502,0.119049687,0.082456301,-0.366520214,0.519372406,0.815858506,-0.064909727,0.498702114,0.657174692,0.21237639,2
0.158749103,0.463607874,-0.422109474,0.269450456,0.867564319,0.105762139,1.138902442,0.618970134,0.052597694,0.093273237,-0.403237548,0.612283665,0.934185194,0.215132407,0.467880642,0.74706048,0.397812925,2
0.128341767,0.447576217,-0.478234968,0.231911867,0.877760151,1.178125722,1.150368586,0.631981242,0.001716861,0.067594722,-0.451012576,0.648639391,0.971307916,0.295515829,0.409927666,0.739693452,0.389923606,2
0.17060692,0.515384031,-0.517995588,0.23192967,0.907231676,1.380892919,1.217456304,0.613404306,0.002327635,0.110038766,-0.469322516,0.715964266,1.085666762,0.460741182,0.413508331,0.693342686,0.38242449,2
0.340092477,0.594561479,-0.50698846,0.189340114,1.140367115,1.415508673,1.206394341,0.543869155,-0.079030718,-0.097858608,-0.366938046,0.625829971,0.678458095,0.233207714,-0.026812654,0.651005931,0.029615276,2
0.210024274,0.471430567,-0.429305,0.124628207,0.92895636,1.473380468,0.998374919,0.454472204,-0.041335966,-0.120549659,-0.239273725,0.479672579,0.507731985,0.233711875,0.374468567,0.698299233,0.030392717,2
0.16481663,0.460058945,-0.334782818,0.082497256,0.861809478,1.418638742,0.922910767,0.448741766,0.005936744,-0.087272216,-0.24559916,0.486869245,0.482217384,0.325034818,0.463438166,0.794432057,0.070712242,2
-0.015848956,0.334786161,-0.290476776,0.008750323,0.480705287,1.607322725,0.520214422,0.373723888,0.027292753,-0.098621386,-0.174235396,0.338341344,0.247403163,0.362819727,0.61381111,0.770737141,-0.215773392,2
0.009015917,0.460945337,-0.32324772,0.114482797,0.38242024,1.485934912,0.265977928,0.373600783,0.06396399,0.019186146,-0.388919663,0.569451923,0.275184143,0.405340995,0.730567255,0.889740489,0.513363591,2
-0.02364155,0.39918819,-0.413513138,0.001996191,0.239350692,1.360233777,0.718054113,0.414533259,0.094521942,0.068307384,-0.524413261,0.404081656,0.309752121,0.160135784,0.526783997,0.931996488,0.583866081,2
0.158774096,0.489963133,-0.408646885,0.124063986,0.412801352,0.940165519,0.729970548,0.511011634,0.220461086,0.023590238,-0.392928201,0.32754029,0.683411766,0.159177098,0.577189058,1.095465537,0.65609307,2
0.255729593,0.477489431,-0.339010953,0.150939548,0.466985395,0.800384484,0.708445453,0.513711322,0.235566158,0.079636809,-0.380716736,0.308496259,0.674914052,0.110380482,0.438389238,1.099276025,0.762710191,2
0.373718842,0.455642491,-0.260940753,0.2416049,0.55614679,0.814232122,0.584938698,0.505852397,0.247619443,0.087749011,-0.294241346,0.317897013,0.694951922,0.100455574,0.509535514,1.104867907,0.704338454,2
0.376668142,0.366403993,-0.27826338,0.206679872,0.497711472,0.967712069,0.646994275,0.436064445,0.148292315,0.105889592,-0.300224689,0.387161941,0.441992066,0.012994948,0.52618377,0.983822129,0.602904327,2
0.402555099,0.495890084,-0.37840675,0.181965043,0.795117097,1.240516935,0.905116994,0.486780122,0.06788333,0.11864764,-0.316264182,0.317697914,0.477846982,-0.036223125,0.927100133,0.987495537,0.610563593,2
0.304736608,0.655957609,-0.477534376,0.075622556,0.989995388,1.597572065,1.042387879,0.461891047,0.017995283,0.055646464,-0.341809523,0.276968219,0.461396067,0.084644911,1.553061051,0.868708617,0.473119758,2
0.231629968,0.682450638,-0.170225427,0.04751309,1.080041936,1.591769784,1.153246335,0.475381128,0.520806382,0.037064031,-0.36129013,0.144011642,0.395174384,0.219190118,1.706668019,0.827325432,0.41148518,2
0.084741313,0.682946257,-0.160534943,-0.025234765,0.996577281,1.558671721,1.105399634,0.457851522,0.578572083,-0.021330997,-0.315368903,0.068417521,0.406386069,0.308191014,1.705334896,0.8795658,0.476579408,2
0.259769083,0.611398858,-0.066436841,0.140387427,0.768942188,1.196403898,0.968405354,0.394646286,0.602987435,-0.095986548,-0.299827393,0.16079891,0.279951221,0.245271759,1.484786972,0.86117408,0.418035465,2
0.430085186,0.778875458,-0.169907626,0.32474505,0.553499412,1.023846796,0.779302682,0.437073972,0.257548732,-0.088933772,-0.221645709,0.318369138,0.369379346,0.367685622,0.987514143,1.035061587,0.530288661,2
0.476550909,0.803732801,-0.133227846,0.461308672,0.65387241,0.87331469,0.773439711,0.437312662,0.193445912,-0.091302287,-0.036489577,0.394144079,0.359215761,0.434135324,0.843928259,1.04415936,0.568902335,2
0.445999244,0.738589607,-0.110409681,0.576289352,1.024925044,1.039257038,0.891222102,0.582422581,0.147460798,0.090399902,0.209518648,0.688770779,0.559450715,0.427295371,0.939144017,1.038659353,0.566340737,2
0.276751383,0.53624551,-0.115621151,0.499031093,1.020342872,1.000680649,0.753950884,0.548070251,0.143337449,0.20301845,0.190962988,0.665706242,0.516074079,0.288857792,0.767376244,0.854404313,0.504060413,2
0.083601802,0.34059539,-0.093294819,0.301290341,0.91383671,0.958534472,0.544109859,0.525434314,0.078138972,0.217168932,0.118025768,0.608534804,0.498039751,0.038730184,0.650880239,0.481658591,0.272905953,2
-0.203769626,0.340265644,-0.189313788,-0.172820145,0.264338019,0.448710065,0.05359992,0.394007587,0.115172319,0.113918273,-0.211653533,0.1569962,0.179937319,-0.101266911,0.278707104,0.911050596,0.346322278,2
-0.223390579,0.324213194,-0.299825499,-0.160120846,0.318652159,0.10408971,0.042929808,0.424222871,0.142900312,0.027429475,-0.207807342,0.152776378,0.092282532,-0.111404452,0.137735615,0.947094803,0.520735555,2
-0.092321685,0.321300678,-0.396069084,-0.086098909,0.444367668,0.043523098,0.302320145,0.527673226,0.210824687,0.046256297,-0.233969774,0.251184306,-0.10894788,-0.207165192,0.158548083,1.009206026,0.612276077,2
-0.01197388,0.446650419,-0.357968625,0.001760942,0.474943353,0.174175223,0.325304792,0.598769892,0.203957174,0.060027561,-0.168088002,0.301640742,0.024010485,-0.145939389,0.227649075,1.204197774,0.787236462,2
0.019062989,0.463179232,-0.320440596,-0.042604391,0.428163411,0.237331016,0.336607159,0.58569172,0.163337123,0.115904659,-0.17615869,0.349968701,0.072483158,-0.012028512,0.085285855,1.242857541,0.828349335,2
-0.012836492,0.483922992,-0.337989562,-0.134464582,0.456973685,0.385938594,0.370234564,0.472870158,0.141444202,0.14276805,-0.195260757,0.330565371,0.152644555,0.070796832,0.155220134,1.266184968,0.783361293,2
