Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Class
0.981031646,0.554746589,0.560421772,1.408397027,0.67584454,0.11649911,0.052483378,0.464598231,1.337700715,0.558983068,0.78469678,1.418336087,0.59236822,-0.034559388,0.05582716,0.481391981,-0.103625851,-0.703828483,-0.442525287,0.255455345,788.9377289,791.7582418,789.7435897,755.8974359,748.2417582,-0.232361,0.137024,0.978943,6.587067,-2.863617,-1.981354,1.0,1.0,1.0,1.0,1.0,60.0,1
0.96565804,0.838262104,0.931684508,1.336407449,0.838538777,0.304813351,0.3552237,0.678580324,1.603477647,0.782687906,0.713109395,1.521720971,0.633611011,0.291014811,0.245751893,0.518299407,-0.091976926,-0.557311625,-0.473955557,0.221292767,783.6996337,792.1611722,799.8168498,758.7179487,707.1428571,-0.237061,0.135803,0.989136,6.003876,-3.431854,-1.039276,1.0,1.0,1.0,1.0,1.0,60.0,1
0.937961699,0.859704952,0.976409022,1.116157261,0.911080819,0.353972373,0.363027303,0.68133376,1.603492468,0.789917813,0.713109395,1.526297527,0.672356403,0.3268526,0.263640212,0.586004734,-0.083984259,-0.511353932,-0.439099767,0.226700082,783.6996337,789.3406593,798.6080586,801.8315018,894.1025641,-0.232544,0.14032,0.977966,5.674896,-4.344025,-1.719666,1.0,1.0,1.0,1.0,1.0,60.0,1
0.863859639,0.727645428,0.910115862,0.685281325,0.887321956,0.296937887,0.212970708,0.572521405,1.606556273,0.843702782,0.661101926,1.525683695,0.641725825,0.341517858,0.225414855,0.578540034,-0.005419246,-0.415665605,-0.452857938,0.219996917,808.6813187,796.5934066,770.4029304,786.1172161,670.0732601,-0.233765,0.140259,0.975769,5.787048,-4.927216,-1.443024,1.0,1.0,1.0,1.0,1.0,60.0,1
0.764425044,0.166604106,0.411086812,0.42334538,0.749360171,0.054514623,-0.431965772,0.27150502,1.065311567,0.581968383,0.348807862,0.71706406,0.600327467,0.113928106,0.114342328,0.572614241,0.04711706,-0.469221474,-0.523555081,0.234059763,767.985348,782.4908425,795.7875458,764.7619048,711.1721612,-0.245239,0.145935,0.978699,5.644989,-2.796326,-2.078552,1.0,1.0,1.0,1.0,1.0,60.0,1
0.959110252,0.004598847,0.181503185,0.539049543,0.70536841,-0.033957503,-0.48698193,0.270572275,1.045506547,0.52285687,0.229272925,0.670452164,0.614429242,0.152802749,0.173414194,0.562926274,0.149941608,-0.41392183,-0.521663981,0.241865807,771.2087912,780.0732601,798.2051282,775.2380952,796.996337,-0.237793,0.145142,0.974487,5.226288,-3.798218,-3.147736,1.0,1.0,1.0,1.0,1.0,60.0,1
0.953941729,0.668066273,0.280737662,0.558090953,0.659539478,0.478661028,-0.44285927,0.166190573,1.020364932,0.479471793,0.133115159,0.662831362,0.588255761,0.037262857,0.235282111,0.600770702,0.209568081,-0.534945906,-0.648797729,0.177615775,770.4029304,786.9230769,795.7875458,764.3589744,680.952381,-0.239929,0.141846,0.967712,5.36087,-3.327179,-1.622467,1.0,1.0,1.0,1.0,1.0,60.0,1
0.858081428,0.635639379,0.314271618,0.435053548,0.970955696,0.478293136,-0.170423569,0.105493944,0.951140522,0.172293044,0.116664691,0.701592516,0.686027921,-0.055944958,0.03465265,0.52514468,0.165224799,-0.504140127,-0.253036362,0.217017523,783.6996337,791.3553114,793.7728938,755.8974359,492.3809524,-0.238464,0.135742,0.979065,6.056213,-3.102875,-1.854248,1.0,1.0,1.0,1.0,1.0,60.0,1
0.758169264,0.624746275,0.254821074,0.374564472,0.774905421,0.366197647,-0.14460506,0.11832434,0.995858911,0.446747576,0.402188455,0.85720121,0.598012376,-0.056332966,-0.071356503,0.515302225,0.130656693,-0.488686445,-0.292742205,0.112258653,770.4029304,785.3113553,791.3553114,749.8534799,736.1538462,-0.241211,0.144653,0.978149,5.607605,-4.658051,-2.026215,1.0,1.0,1.0,1.0,1.0,60.0,1
0.881482667,0.692789582,0.422882462,0.508929076,0.806192172,0.365596548,0.253091547,0.50013511,1.414595149,0.603351207,0.773818975,1.383763561,0.561018393,-0.038048273,0.000144889,0.501505887,0.137340562,-0.489387654,-0.328268713,0.081953385,781.2820513,787.7289377,790.5494505,785.3113553,734.9450549,-0.241516,0.141907,0.971802,6.018829,-3.327179,-1.495361,1.0,1.0,1.0,1.0,1.0,60.0,1
1.094506532,0.661566958,0.386254867,0.704598826,0.862185628,0.42231539,0.30948389,0.692839118,1.447193834,0.608441565,0.778346523,1.381883093,0.568831449,-0.029706287,0.145927642,0.485854515,0.051237686,-0.539194482,-0.429591332,0.00795785,785.3113553,782.4908425,810.6959707,758.3150183,653.1501832,-0.23822,0.143066,0.973938,5.487976,-3.237457,-1.644897,1.0,1.0,1.0,1.0,1.0,60.0,1
1.122860764,0.553137738,0.388374506,0.799271443,0.863931141,0.391259933,0.386961853,0.688127323,1.447193834,0.554003513,0.778346523,1.381883093,0.573931354,0.04024889,0.187860239,0.480760693,0.000440223,-0.619166786,-0.428193189,0.144623257,782.0879121,811.9047619,814.7252747,747.032967,676.1172161,-0.228638,0.142395,0.967651,6.39267,-4.358978,-3.282318,1.0,1.0,1.0,1.0,1.0,60.0,1
1.015714756,0.880784342,1.366964164,1.059301691,0.921873381,0.49718299,0.638464791,0.76390485,1.139250605,0.494796414,1.173541955,1.067641481,0.98062307,0.178303517,0.395846781,0.974333181,0.07682861,-0.278738412,-0.290178983,0.622122963,809.4871795,782.4908425,734.9450549,807.0695971,624.5421245,0.068054,-0.021118,1.006226,5.039368,-5.622559,-1.94397,1.0,2.0,1.0,1.0,2.0,85.0,1
1.015714756,1.340098727,1.487349205,1.059301691,0.921873381,1.089897503,0.779494586,0.76390485,1.139250605,0.613499472,1.173541955,1.067641481,0.98062307,0.133203,0.502173114,0.974333181,0.07682861,-0.321257469,-0.176900629,0.622122963,742.6007326,780.4761905,744.2124542,763.956044,421.0622711,0.086182,-0.012756,1.012146,5.659943,-3.820648,-2.265472,1.0,2.0,1.0,1.0,2.0,85.0,1
1.015714756,1.307956191,1.639680274,1.42657166,0.921873381,1.101568004,0.9074297,1.130152026,1.139250605,0.525001316,1.173541955,1.311403158,0.98062307,0.157118373,0.645230018,0.760101869,0.07682861,-0.275426427,-0.060161899,0.308600138,772.4175824,782.8937729,760.7326007,765.5677656,935.2014652,0.075867,-0.021667,1.009521,5.353394,-3.671112,-2.071075,1.0,1.0,1.0,1.0,1.0,85.0,1
1.124072534,1.215189162,1.681366186,1.227502252,0.973857779,1.030572593,0.779969959,1.225622308,1.283310503,0.538818547,0.734379641,1.532566461,0.645716123,0.102415041,0.169448345,0.843526698,0.151303089,-0.308894262,-0.226102374,0.270895469,863.8827839,785.3113553,749.047619,850.5860806,1311.941392,0.080444,-0.02063,1.015747,5.802002,-4.560852,-2.265472,1.0,1.0,1.0,1.0,1.0,85.0,1
1.28411656,0.844694481,1.785925365,1.273293612,1.081689037,0.661454785,0.812114705,1.244414132,1.325555421,0.863267773,0.835547942,1.547636613,0.760330058,0.051955417,0.434087022,0.891418739,0.226733112,-0.347144081,-0.186506226,0.331312782,711.1721612,762.7472527,776.8498168,742.6007326,653.1501832,0.073914,-0.020569,1.009216,6.467438,-3.327179,-0.53833,1.0,1.0,1.0,1.0,1.0,85.0,1
1.346454122,1.099295216,1.681151516,1.21188613,1.265574024,0.911767653,0.729149426,1.239474925,1.331222064,0.929956094,0.813555602,1.547636613,0.854732982,0.077617791,0.397445383,0.89587801,0.357202622,-0.399320759,-0.229864568,0.399425014,809.0842491,785.7142857,760.3296703,793.7728938,1131.025641,0.073425,-0.022461,1.010071,5.682373,-4.373932,-2.13089,1.0,1.0,1.0,1.0,1.0,85.0,1
1.272223176,1.094879244,1.522403188,0.962980712,1.185891751,0.899402212,0.704514141,0.906858664,1.298426032,0.929956094,0.783448063,1.480771808,0.838286877,0.155427136,0.380478077,0.769137571,0.377749167,-0.332572867,-0.255309761,0.410727321,837.6923077,787.3260073,765.970696,809.8901099,1076.630037,0.064636,-0.016602,1.010742,6.295471,-4.658051,-2.34024,1.0,1.0,1.0,1.0,1.0,85.0,1
1.034716565,1.245416354,1.205258451,1.109321652,1.020437015,0.83926984,0.848660825,0.828748433,1.243864318,0.930141007,0.850599798,1.164413966,0.847969551,0.268550893,0.165447358,0.777478038,0.378372001,-0.319987934,-0.285364964,0.482731723,782.8937729,796.996337,738.5714286,780.0732601,751.0622711,0.078857,-0.0354,1.006531,4.112244,-2.228088,-3.828125,1.0,1.0,1.0,1.0,1.0,85.0,1
0.756641366,1.15139607,1.252283389,1.205460316,0.629505309,0.565975383,0.971302435,0.827316797,1.360776212,0.768671068,0.994257964,1.173833001,0.916979722,0.313874066,0.166045361,0.790433197,0.331172263,-0.337124938,-0.230070662,0.497623674,834.4688645,790.1465201,770.8058608,817.5457875,1283.333333,0.076111,-0.024292,1.01123,6.138458,-4.344025,-0.919647,1.0,1.0,1.0,1.0,1.0,85.0,1
0.694500413,1.139137904,1.379499726,1.20486634,0.565829576,0.526112123,1.077876326,0.833549528,1.35818235,0.768671068,0.993404828,1.173833001,0.881353274,0.290106409,0.23252128,0.767167835,0.268807876,-0.361480517,-0.22034152,0.457955824,800.6227106,790.1465201,753.8827839,798.2051282,962.1978022,0.071655,-0.017944,1.01062,6.145935,-3.334656,-1.577606,1.0,1.0,1.0,1.0,1.0,90.0,1
0.59657524,0.879234817,1.379380879,0.960183975,0.563562087,0.325588,1.08426481,0.700955777,1.35818235,0.723448663,0.974572412,1.14174685,0.795517875,0.201196084,0.27287661,0.628543547,0.255100844,-0.287999976,-0.210305469,0.378544741,796.996337,790.952381,757.5091575,775.2380952,1006.923077,0.055115,-0.011658,1.008728,6.833801,-3.177643,-1.457977,1.0,1.0,1.0,1.0,1.0,90.0,1
1.188650141,1.568117126,1.308911281,0.899731017,1.059391804,1.03705788,0.979756322,0.778665798,1.217243869,0.999565569,0.677504392,0.787352415,0.640140443,0.049641765,0.288203671,0.555877397,0.420001219,-0.218114217,-0.337975733,0.485273026,842.1245421,805.0549451,788.1318681,809.4871795,1168.498168,0.068481,-0.016235,1.008179,5.031891,-3.155212,-3.274841,1.0,1.0,1.0,1.0,1.0,90.0,1
1.264494074,1.711530865,1.344394779,1.123017947,1.074358819,1.214037583,0.997973766,0.905205783,1.129935785,0.996983357,0.563967636,1.144818835,0.659441339,0.052358384,0.307005861,0.638023255,0.48522819,-0.21392922,-0.305400624,0.589531959,799.4139194,785.3113553,749.8534799,799.010989,578.2051282,0.085022,-0.013184,1.00647,4.957123,-7.745972,-3.401947,1.0,1.0,1.0,1.0,1.0,90.0,1
1.343766561,1.705897734,1.344394779,1.253438904,1.150982091,1.242626242,0.997973766,0.995148484,1.129935785,0.998034023,0.563967636,1.144818835,0.672313371,0.084803287,0.307005861,0.69411848,0.512753879,-0.309635171,-0.305400624,0.64710119,796.1904762,780.4761905,731.3186813,780.8791209,1278.901099,0.085022,-0.024109,1.007385,5.069275,-3.820648,-2.063599,1.0,1.0,1.0,1.0,1.0,90.0,1
1.074378788,1.084985729,1.344394779,1.293862975,0.831654392,0.808968146,0.997973766,0.939542593,0.797118918,0.887807583,0.563967636,1.143224076,0.523092567,0.154165608,0.307005861,0.704055251,0.370651399,-0.389556324,-0.305400624,0.582035125,807.8754579,786.9230769,732.5274725,801.4285714,1037.948718,0.086304,-0.015442,1.010864,6.160889,-3.334656,-0.770111,1.0,1.0,1.0,1.0,1.0,90.0,1
1.09228563,0.751679663,1.097220656,1.222558546,0.889407098,0.549264065,0.9301088,0.767860365,0.595203054,0.804416422,0.917875415,1.072210102,0.519797033,0.13962414,0.47770927,0.596467028,0.480896344,-0.337589882,-0.293668655,0.617081118,770.4029304,782.4908425,735.3479853,785.7142857,431.5384615,0.086548,-0.018066,1.011353,5.704803,-2.998199,-1.77948,1.0,1.0,1.0,1.0,1.0,90.0,1
0.834589249,0.570103593,0.970976666,0.745309571,0.363458078,0.207904913,0.881517402,0.032078316,0.469843627,0.379568658,0.925497144,0.563366655,0.492424451,0.096440912,0.375520918,0.289290763,0.335998628,-0.340554361,-0.203948445,0.403508488,757.1062271,816.3369963,666.8498168,740.5860806,509.3040293,0.085815,-0.016296,1.009705,5.196381,-4.052429,-2.115936,1.0,1.0,1.0,1.0,1.0,90.0,1
0.983638581,0.911091765,0.913128614,0.721394394,0.576682355,0.386305359,0.840280401,0.396608625,0.786816287,0.570136049,0.77696559,1.016419807,0.610425101,0.154970257,0.174972426,0.353764868,0.267718799,-0.302553336,-0.213660596,0.408412959,821.978022,781.6849817,755.0915751,799.010989,788.9377289,0.093323,-0.016357,1.010559,5.600128,-4.919739,-1.80191,1.0,1.0,1.0,1.0,1.0,90.0,1
1.234105076,0.98045905,0.664686067,1.173205308,0.938766168,0.457300824,0.796612252,1.022527638,1.275961331,0.592809622,0.254934221,1.399076516,0.763338891,0.108932842,0.155169733,0.584821507,0.202923876,-0.36172094,-0.096749168,0.349197857,774.029304,787.7289377,740.989011,792.5641026,443.6263736,0.085022,-0.016663,1.007996,5.630035,-2.788849,-1.914062,1.0,1.0,1.0,1.0,1.0,90.0,1
1.430341773,1.059627622,1.305508694,1.420435034,1.090653601,0.717284291,0.47451317,1.192885574,1.308328502,0.657996383,0.362184965,1.40140183,0.897190666,0.101792523,0.181544192,0.72455706,0.290880778,-0.302910475,-0.232044629,0.428146818,687.8021978,771.6117216,774.8351648,700.6959707,784.5054945,0.08313,-0.020081,1.012878,5.637512,-3.753357,-1.94397,1.0,1.0,1.0,1.0,1.0,90.0,1
1.547836643,0.885305592,1.228236037,1.619853444,1.214395266,0.690458301,0.285271671,1.371662641,1.308328502,0.514412704,0.547171461,1.40140183,0.974376428,-0.004634723,0.079628326,0.855339819,0.360435724,-0.296790466,-0.389753951,0.437172305,803.8461538,795.3846154,772.8205128,802.6373626,667.2527473,0.085449,-0.017456,1.009155,5.929108,-3.835602,-1.764526,1.0,1.0,1.0,1.0,1.0,90.0,1
1.565778335,0.866898364,1.220385255,1.596712644,1.134906743,0.691855103,0.29813735,1.239669397,1.22507779,0.449699279,0.579850444,1.30294017,0.988356141,0.14986397,0.056728574,0.781092762,0.486774933,-0.31158335,-0.418339498,0.455566883,826.4102564,781.2820513,777.6556777,820.3663004,1092.344322,0.082153,-0.018799,1.01062,6.168365,-2.781372,-2.026215,1.0,1.0,1.0,1.0,1.0,90.0,1
1.29122755,0.765134409,1.134122348,1.341518853,0.904329556,0.396585373,0.263610837,1.049289902,0.978363014,0.414438979,0.602237295,1.096741898,0.557990118,0.207074843,0.038638343,0.672988918,0.344472077,-0.329435097,-0.521852718,0.398615487,834.8717949,793.3699634,775.6410256,823.992674,1125.384615,0.080261,-0.018127,1.006287,5.951538,-2.878571,-1.921539,1.0,1.0,1.0,1.0,1.0,90.0,1
1.29122755,0.594333861,0.991056907,1.210507344,0.904329556,0.170430605,0.203825721,1.023869495,0.978363014,0.374959337,0.565140898,1.072817535,0.557990118,0.198148597,0.151670404,0.652006159,0.344472077,-0.330028652,-0.515152891,0.359502526,761.9413919,787.7289377,771.2087912,766.3736264,435.1648352,0.081421,-0.017639,1.006348,5.891724,-3.514099,-1.906586,1.0,1.0,1.0,1.0,1.0,90.0,1
1.29122755,0.073014793,0.693204927,0.851544801,0.904329556,-0.039307651,-0.011352362,0.769485967,0.978363014,0.126713675,0.27233297,0.399527748,0.557990118,0.032614847,0.222819214,0.654345742,0.344472077,-0.345008137,-0.505781926,0.34441574,738.974359,782.8937729,772.8205128,757.1062271,417.4358974,0.075256,-0.016479,1.005005,5.959015,-4.42627,-1.854248,1.0,1.0,1.0,1.0,1.0,90.0,1
1.29122755,0.239223779,0.296288016,0.851544801,0.904329556,-0.02935838,-0.236620235,0.769485967,0.978363014,0.099246469,0.048078657,0.399527748,0.557990118,0.007685885,0.224458835,0.654345742,0.344472077,-0.291725818,-0.536487176,0.34441574,822.7838828,789.7435897,768.7912088,800.2197802,1109.267399,0.062256,-0.015503,1.00177,6.22818,-6.796417,-2.347717,1.0,1.0,1.0,1.0,1.0,90.0,1
1.283750076,0.294138592,0.930726389,0.851544801,0.979320683,0.010512729,0.690598543,0.769485967,0.728953037,0.416420498,0.740942503,0.399527748,0.736506794,0.074195827,0.332443707,0.654345742,0.411360045,-0.257986357,-0.314145976,0.34441574,784.5054945,792.967033,793.3699634,783.2967033,397.6923077,0.078552,-0.014465,1.012634,5.577698,-4.015045,-1.26358,1.0,1.0,1.0,1.0,1.0,90.0,1
1.268688414,0.557268221,1.134172336,1.130760363,0.906111043,0.358569907,0.839767058,0.798428774,0.877617411,0.640589063,0.745777454,1.165842259,0.629676278,0.189183351,0.286028999,0.728977617,0.292287979,-0.254474549,-0.294158867,0.399462718,747.8388278,789.7435897,796.1904762,752.2710623,494.7985348,0.071167,-0.013916,1.009521,5.839386,-2.968292,-1.540222,1.0,1.0,1.0,1.0,1.0,90.0,1
1.535863458,0.751831757,1.362246974,1.43596067,1.267603626,0.639663753,0.914725637,1.213146226,1.44859836,0.728747253,0.750036807,1.321065706,0.776445671,0.197952492,0.265404273,0.831896748,0.261066921,-0.286452658,-0.255422285,0.466245417,817.1428571,790.5494505,773.6263736,806.2637363,998.8644689,0.072754,-0.014954,1.010071,5.495453,-3.738403,-1.981354,1.0,1.0,1.0,1.0,1.0,90.0,1
1.502644417,0.921117306,1.280853275,1.416514699,1.230482562,0.741141548,0.668640325,1.162583107,1.44859836,0.733663218,0.573011448,1.315937592,0.691099596,0.19054342,0.106250686,0.772180366,0.328726012,-0.316119807,-0.392294403,0.523143555,762.7472527,784.5054945,767.5824176,774.029304,545.5677656,0.076904,-0.019409,1.007935,5.861816,-3.686066,-1.869202,1.0,1.0,1.0,1.0,1.0,75.0,1
1.444414468,0.827253324,1.156067015,1.380382088,1.195901761,0.61856494,0.4289651,1.145024548,1.44859836,0.613986518,0.4114563,1.315732538,0.693996212,0.079804977,0.111444871,0.781257569,0.300962564,-0.295867349,-0.447585478,0.484587893,732.9304029,799.4139194,759.9267399,732.9304029,447.6556777,0.074341,-0.014709,1.006592,5.600128,-5.046844,-1.764526,1.0,1.0,1.0,1.0,1.0,75.0,1
1.030617567,0.549403093,0.70869205,1.100549212,0.717754552,0.2772329,0.146651456,0.832006412,0.910227316,0.501371586,0.351010868,1.036145236,0.561916471,0.025763882,0.153770427,0.688037406,0.303339981,-0.307704455,-0.408395243,0.47946367,763.1501832,779.2673993,772.8205128,763.956044,1134.652015,0.076111,-0.01178,1.007324,5.831909,-3.74588,-1.77948,1.0,1.0,1.0,1.0,1.0,75.0,1
1.203326901,0.011596436,0.22604816,1.16951589,0.979677495,-0.2608578,-0.075218032,1.006924069,1.399263541,0.026647472,0.325114449,1.384272097,0.691524347,-0.112059147,0.16273922,0.83870203,0.088187575,-0.347557633,-0.373034584,0.423169644,792.1611722,784.1025641,781.6849817,783.2967033,425.4945055,0.077637,-0.015259,1.009827,5.951538,-3.58139,-1.091614,1.0,1.0,1.0,1.0,1.0,75.0,1
1.353150123,0.206437933,0.254057528,1.314340719,1.104343087,-0.121117555,0.096123002,1.136699866,1.412227031,0.189954059,0.474142667,1.38696864,0.747969569,-0.066037061,0.276729922,0.883187275,0.230762976,-0.319319097,-0.19597249,0.414358123,743.003663,788.9377289,782.4908425,757.9120879,396.4835165,0.074829,-0.015442,1.008728,5.555267,-3.962708,-2.407532,1.0,1.0,1.0,1.0,1.0,75.0,1
1.328510131,0.382467398,0.720799528,1.260132158,1.074282025,0.093429944,0.414680422,1.052131337,1.411686604,0.375053126,0.555583231,1.38696864,0.692412154,-0.05209106,0.241868197,0.87133397,0.320087278,-0.308845699,-0.194725882,0.304695231,813.5164835,785.3113553,770.8058608,817.9487179,1101.208791,0.076721,-0.015747,1.005981,5.301056,-4.344025,-0.269165,1.0,1.0,1.0,1.0,1.0,75.0,1
1.255602802,0.455019065,0.775580424,1.20136524,0.909156321,0.114081494,0.463218822,0.915620114,1.339810255,0.375053126,0.551633536,1.252904976,0.623869279,0.016569267,0.187221954,0.789727258,0.356353194,-0.314818273,-0.192723195,0.28332015,790.1465201,805.4578755,779.6703297,774.4322344,537.1062271,0.066956,-0.016113,1.011597,5.85434,-3.828125,-1.368256,1.0,1.0,1.0,1.0,1.0,75.0,1
1.317773645,0.452182178,0.884799249,1.393378529,0.860050818,0.051103394,0.420474126,0.861977236,1.05536544,0.375596652,0.442497891,0.861272555,0.618822662,0.095381631,0.000568515,0.778735696,0.419914081,-0.301471217,-0.318317369,0.455106293,747.032967,757.9120879,755.8974359,745.4212454,449.6703297,0.072632,-0.026733,1.015869,5.637512,-4.396362,-3.798218,1.0,1.0,1.0,1.0,1.0,75.0,1
1.377381567,0.95226968,0.785081628,1.472825772,0.931225534,0.093593223,0.164604287,0.876037713,0.907032158,0.183303138,0.278809974,0.841318208,0.660230371,0.149910936,-0.015230253,0.743414216,0.44367444,-0.242319467,-0.312232855,0.606935691,882.8205128,760.7326007,761.9413919,651.5384615,1131.831502,0.075867,-0.034668,1.000549,5.345917,-3.267365,-3.514099,1.0,1.0,1.0,1.0,1.0,75.0,1
1.472889471,1.386434945,1.517134039,1.592097994,0.958697761,0.191430065,0.187184803,0.856062435,0.836108028,0.115802836,0.7505148,0.805003729,0.714015626,0.117643219,0.286250476,0.731507746,0.535907566,-0.128734528,-0.335435659,0.687818494,725.2747253,788.5347985,798.6080586,720.4395604,645.4945055,0.066162,-0.031372,1.004639,5.52536,-7.020721,-2.205658,1.0,1.0,1.0,1.0,1.0,75.0,1
1.384674661,1.450326182,1.962069384,1.502701119,0.874073382,0.349865782,0.361347093,0.411065513,0.587631443,0.365127696,0.744810592,0.539072903,0.679807007,0.052656364,0.386374237,0.551784166,0.566334035,-0.113504109,-0.24700354,0.770697073,749.4505495,803.4432234,801.4285714,786.5201465,354.981685,0.069397,-0.036194,1.003784,6.489868,-5.039368,-2.078552,1.0,1.0,1.0,1.0,1.0,75.0,1
1.449031261,1.71840228,2.193314113,2.14404831,0.943962091,0.393805589,0.861233475,1.018307758,0.576456055,0.627788079,0.851424015,1.178204232,0.717039276,0.160924285,0.41360785,0.878133711,0.520869803,-0.107004606,-0.154635845,0.879193828,786.1172161,799.010989,878.3882784,845.3479853,1281.721612,0.112488,-0.033997,1.007019,5.136566,-2.160797,-1.94397,1.0,1.0,1.0,1.0,1.0,75.0,1
1.449031261,1.954264217,2.234784805,2.15868378,0.943962091,0.454961527,0.9880792,1.255839624,0.576456055,0.746156283,0.762234732,1.234418494,0.717039276,0.283244313,0.328503735,0.887227591,0.520869803,-0.151048138,-0.061498489,0.910840305,796.5934066,796.996337,823.5897436,799.8168498,806.6666667,0.099609,-0.027771,1.012939,5.734711,-5.50293,0.299072,1.0,1.0,1.0,1.0,1.0,75.0,1
1.449031261,1.983476726,2.058748207,2.011523937,0.943962091,0.470981191,1.090960646,1.178932144,0.576456055,0.748251601,0.774730633,1.455302961,0.717039276,0.40313377,0.341579945,0.919168751,0.520869803,-0.154647935,-0.040239098,0.932184807,732.9304029,783.2967033,799.4139194,740.989011,295.3479853,0.095154,-0.029175,1.005371,5.884247,-4.867401,-0.979462,1.0,1.0,1.0,1.0,1.0,75.0,1
1.18951046,1.858559878,1.741451394,1.690826709,0.62430086,0.49562909,1.081086553,1.017526437,0.715131496,0.66228269,0.877229629,1.455302961,0.872414151,0.327733036,0.385674461,0.829200206,0.782057588,-0.230535917,-0.107331405,0.928142259,782.4908425,787.3260073,774.4322344,774.4322344,1314.358974,0.100037,-0.02948,1.005554,5.906677,-3.693542,-0.523376,1.0,1.0,1.0,1.0,1.0,75.0,1
1.021911303,1.309141628,1.536368382,1.418244717,0.513717166,0.458488269,1.017577775,0.666178594,0.798806265,0.44249445,0.891308897,1.253246479,0.782887737,0.286039484,0.317876319,0.786533103,0.71012466,-0.309202669,-0.265617757,0.826411413,795.3846154,798.6080586,756.3003663,770.0,963.4065934,0.124451,-0.028259,1.005981,5.809479,-3.753357,-3.065491,1.0,1.0,1.0,1.0,1.0,75.0,1
1.029184412,1.135776714,1.384765573,1.087476583,0.54641789,0.651142888,0.937757217,0.26909655,0.8262666,0.614431247,0.892624745,0.643073956,0.749063347,0.195457745,0.238411058,0.646431423,0.75114682,-0.311143045,-0.371004426,0.806806218,758.7179487,772.4175824,768.3882784,773.2234432,483.1135531,0.101196,-0.029419,1.003723,6.4151,-4.725342,-9.360962,1.0,1.0,1.0,1.0,1.0,75.0,1
0.889191405,1.094549314,0.987938519,0.811705889,0.466871978,0.633215549,0.61363595,0.374550001,0.756014627,0.632462996,0.663937197,0.672444001,0.659027882,0.127657481,0.13245992,0.607516431,0.635294581,-0.340212028,-0.510312293,0.692499082,796.1904762,776.8498168,766.3736264,783.6996337,1184.615385,0.119324,-0.027832,1.007202,5.420685,-3.342133,-3.596344,1.0,1.0,1.0,1.0,1.0,75.0,1
0.8820302,1.043579204,0.87405674,0.690144793,0.456101598,0.584979767,0.448599137,0.495699666,0.676892921,0.632462996,0.494391545,0.641905805,0.59242789,0.015516116,0.055322514,0.559704132,0.616490333,-0.464756726,-0.46619219,0.709347937,819.96337,774.029304,732.5274725,798.2051282,1212.417582,0.114258,-0.029297,1.000977,5.570221,-3.985138,-1.502838,1.0,1.0,1.0,1.0,1.0,75.0,1
0.619118407,1.061450756,1.633281936,0.31814403,0.204439358,0.399677678,0.632805918,0.487397707,0.379123319,0.441200679,0.822814913,0.642851657,0.542434521,-0.107456653,0.105670851,0.563949574,0.44242583,-0.523823634,-0.380960898,0.561005082,815.5311355,787.7289377,769.5970696,809.0842491,582.2344322,0.111877,-0.020508,1.00415,6.4151,-3.566437,-1.846771,1.0,1.0,1.0,1.0,1.0,75.0,1
0.551395871,1.266264349,1.785007371,0.158247325,0.233931863,0.931695165,0.745600732,0.489227105,0.332732999,0.876438511,0.822814913,0.48882464,0.499949902,-0.102584805,0.139035948,0.590360004,0.46708086,-0.322975114,-0.307884079,0.546025672,794.1758242,792.1611722,786.9230769,795.3846154,1107.655678,0.115906,-0.022827,1.007019,6.422577,-4.687958,-0.044861,1.0,1.0,1.0,1.0,1.0,75.0,1
0.794688639,1.400798856,1.847942714,0.693711764,0.332178289,1.106141155,0.944363846,0.611280788,0.553032247,0.876438511,0.880201648,0.485673795,0.668617122,-0.100058743,0.180156957,0.648592041,0.428856384,-0.234480602,-0.224472028,0.576395121,840.5128205,792.967033,772.014652,817.5457875,1242.234432,0.115601,-0.018494,1.007019,6.235657,-4.366455,0.037384,1.0,1.0,1.0,1.0,1.0,90.0,1
1.081924535,1.361921081,1.321938187,0.884714624,0.547364484,1.098182673,0.670372572,0.701351993,0.65922033,0.876438511,0.653724468,0.447764582,0.924192914,0.125176227,0.142473839,0.700766294,0.671438748,-0.173232379,-0.373164064,0.549713102,794.5787546,790.952381,766.7765568,788.9377289,772.4175824,0.117004,-0.020813,1.006958,5.487976,-2.631836,-1.824341,1.0,1.0,1.0,1.0,1.0,90.0,1
