TimeStamp,Gamma_TP10,Beta_TP10,Gamma_AF8,Gamma_TP9,Delta_TP9,Delta_AF8,Delta_TP10,Beta_TP9,Beta_AF8,Beta_AF7,Gamma_AF7,Theta_TP9,Theta_TP10,Theta_AF7,Delta_AF7,Alpha_TP10,Alpha_AF7,Prediction_Class
12:57:59 AM,0.18254833,0.4717245,-0.3573438,0.12835786,0.43589056,0.8135534000000001,0.629783,0.5222420999999999,-0.3102037,0.9346844999999999,0.60614747,0.61480856,0.7950801,1.1365601,0.48018333,0.96611446,1.3278165000000002,0
12:57:59 AM,0.123687804,0.51877856,-0.4443549,0.14065406,0.27910793,0.19806021,0.5257901,0.490191,-0.2583234,0.9346844999999999,0.60614747,0.57724667,0.6953227,1.1365601,0.48018333,0.7586089,1.3278165000000002,0
12:58:00 AM,0.06818931,0.4752687,-0.5389898,0.001867955,0.27975490000000003,0.24411157,0.45118377,0.25241628,-0.26036316,0.9346844999999999,0.60614747,0.40806076,0.5070478,1.1365601,0.48018333,0.6384920000000001,1.3278165000000002,0
12:58:00 AM,0.1181124,0.5530937,-0.63407916,0.04232266,0.5695354,0.2559866,0.42758188,0.28772542,-0.22601596,0.9346844999999999,0.60614747,0.48939920000000003,0.3138712,1.1365601,0.48018333,0.53315073,1.3278165000000002,0
12:58:01 AM,0.16577126,0.50141305,-0.4475835,0.03547463,0.76937723,0.4037139,0.4201652,0.29718935,0.08640954,0.9346844999999999,0.60614747,0.7293541,0.7669228,1.1365601,0.48018333,1.1831068999999999,1.3278165000000002,0
12:58:01 AM,0.17651789,0.46036842,-0.35952327,0.05983242,0.8473255999999999,0.41083145,0.47628787,0.31460565,0.1965539,0.9346844999999999,0.60614747,0.81581444,0.8893951999999999,1.1365601,0.48018333,1.1902232,1.3278165000000002,0
12:58:02 AM,0.08746582,0.40919247,-0.2663502,0.10679686,0.74347335,0.48672727,0.46456942,0.32394353,0.35834557,0.9346844999999999,0.60614747,0.8372929,0.91349655,1.1365601,0.48018333,1.1902232,1.3278165000000002,0
12:58:02 AM,0.023127482999999997,0.38619727,-0.27088767,0.07234199999999999,0.63517714,0.4333682,0.46430767,0.40381992,0.40914753,0.9346844999999999,0.60614747,0.6710138000000001,0.58390814,1.1365601,0.48018333,0.79636496,1.3278165000000002,0
12:58:03 AM,0.008479826999999999,0.37526998,-0.48836377,0.05281414,0.6384191,0.94423836,0.45530119999999996,0.39584506,-0.05022456,0.9346844999999999,0.60614747,0.60655546,0.52013034,1.1365601,0.48018333,0.6794511999999999,1.3278165000000002,0
12:58:03 AM,-0.015967643,0.31796753,-0.5203971,-0.10482158,0.65246505,0.8478009,0.44246402,0.32789022,-0.013669745,0.9346844999999999,0.60614747,0.65472513,0.44791993,1.1365601,0.48018333,0.6794511999999999,1.3278165000000002,0
12:58:04 AM,0.04495887,0.42488329999999996,-0.52833897,-0.09794372,0.50978667,0.7537094,0.54600483,0.25981507,-0.023251275,0.9346844999999999,0.60614747,0.533953,0.4593728,1.1365601,0.48018333,0.73841465,1.3278165000000002,0
12:58:04 AM,0.14833568,0.4285945,-0.4720899,-0.12000348,0.60285795,0.6038190999999999,0.75642693,0.28070417,0.026622668,0.9346844999999999,0.60614747,0.7063216,0.6753723,1.1365601,0.48018333,0.717497,1.3278165000000002,0
12:58:05 AM,0.36504143,0.5258364000000001,-0.43036553,-0.07881721,0.60417414,0.63214403,0.8521141,0.31685495,0.08277552,0.9346844999999999,0.60614747,0.59744084,0.8247468000000001,1.1365601,0.48018333,0.7187661,1.3278165000000002,0
12:58:06 AM,0.41852474,0.49618283,-0.3973487,-0.05833295,0.7559351,0.6543859000000001,0.8632960999999999,0.3224265,0.11521577,0.9346844999999999,0.60614747,0.7102173,0.83421135,1.1365601,0.48018333,0.47640768,1.3278165000000002,0
12:58:06 AM,0.56988734,0.57329494,-0.35413453,-0.05833295,0.7559351,0.83615357,0.8490519,0.3224265,0.20184259,0.9346844999999999,0.60614747,0.7102173,0.9293545,1.1365601,0.48018333,0.29625678,1.3278165000000002,0
12:58:07 AM,0.59879255,0.5980694000000001,-0.41031113,-0.05833295,0.7559351,0.84488523,0.75999117,0.3224265,0.18676583,0.9346844999999999,0.60614747,0.7102173,0.87324846,1.1365601,0.48018333,0.24459176,1.3278165000000002,0
12:58:07 AM,0.3960448,0.5429354000000001,-0.41031113,-0.05887108,-0.08069692,0.84488523,-0.35120085,0.2712232,0.18676583,0.9346844999999999,0.60614747,-0.03441211,-0.30256066,1.1365601,0.48018333,0.2461698,1.3278165000000002,0
12:58:08 AM,0.32434052,0.5092186,-0.41031113,0.84504306,2.8157291,0.84488523,-0.009246508,1.4063852,0.18676583,0.9346844999999999,0.60614747,1.8775848999999998,0.09535798,1.1365601,0.48018333,0.33942404,1.3278165000000002,0
12:58:08 AM,0.139257,0.5028166000000001,-1.0750513000000002,0.9553488000000001,2.940555,0.6265464,0.10334941,1.5240368999999998,-0.45992035,0.9346844999999999,0.60614747,2.0011802,0.23474188,1.1365601,0.48018333,0.338185,1.3278165000000002,0
12:58:09 AM,0.139257,0.5028166000000001,-1.027833,1.1633577,3.1901734,0.8875142,0.10334941,1.7493991000000002,-0.3869885,0.9346844999999999,0.60614747,2.2389330000000003,0.23474188,1.1365601,0.48018333,0.338185,1.3278165000000002,0
12:58:09 AM,0.049063154000000005,0.32293725,-1.027833,-0.31146547,0.464829,0.8875142,0.07716349,0.24241987,-0.3869885,0.9346844999999999,0.60614747,0.5450583999999999,0.38663600000000004,1.1365601,0.48018333,0.46874818,1.3278165000000002,0
12:58:10 AM,0.12659936,0.41555423,-1.078438,0.008619728,0.41106784,0.9791823000000001,0.28285575,0.30211723,-0.32631993,0.9346844999999999,0.60614747,0.55122906,0.7246642,1.1365601,0.48018333,0.81403655,1.3278165000000002,0
12:58:10 AM,0.16441955,0.48239836,-1.078438,0.8854607,2.8629136,0.9791823000000001,0.51475024,1.4432718999999998,-0.32631993,0.9346844999999999,0.60614747,1.9367671000000002,0.9427365,1.1365601,0.48018333,0.9414223,1.3278165000000002,0
12:58:11 AM,0.14265482,0.46612349999999997,-1.078438,1.1343998,3.1544428,0.9791823000000001,0.55355394,1.7259625,-0.32631993,0.9346844999999999,0.60614747,2.2195437,0.97557163,1.1365601,0.48018333,0.9414223,1.3278165000000002,0
12:58:11 AM,0.073068336,0.4425963,-0.49254435,0.82302046,2.8113672999999997,0.8944796,0.18836685,1.4080538999999999,-0.11731459999999999,0.9346844999999999,0.60614747,1.8927205000000002,0.47885117,1.1365601,0.48018333,0.4894738,1.3278165000000002,0
12:58:12 AM,0.059427115999999995,0.43504688,-0.42752525,0.29853037,2.0916584,0.72673136,0.21352020000000002,0.815017,-0.036201425,0.9346844999999999,0.60614747,1.2739791999999999,0.6642402,1.1365601,0.48018333,0.9249179,1.3278165000000002,0
12:58:13 AM,0.11553289,0.43609458,-0.42992455,-0.05204621,0.5714762,0.717356,0.63691336,0.3778387,-0.01895223,0.9346844999999999,0.60614747,0.75574124,0.8809915999999999,1.1365601,0.48018333,1.0535518,1.3278165000000002,0
12:58:13 AM,0.114558704,0.38082325,-0.46421367,-0.09652421,1.0719036,0.60694194,1.1302747,0.4197378,0.007847816,0.9346844999999999,0.60614747,1.0806648,1.1595926,1.1365601,0.48018333,1.1147916000000002,1.3278165000000002,1
12:58:14 AM,0.14389367,0.3860861,-0.52268976,-0.06928916,1.2724267,0.68170196,1.2184668,0.5256746999999999,-0.046547505999999995,0.9346844999999999,0.60614747,1.2518771999999998,1.1978208000000001,1.1365601,0.48018333,1.1680317,1.3278165000000002,1
12:58:14 AM,0.054508194,0.43465722,-0.52268976,0.029488512999999997,0.99813366,0.68170196,1.1130626000000001,0.50605375,-0.046547505999999995,0.9346844999999999,0.60614747,1.0630903,1.0602040000000001,1.1365601,0.48018333,1.09935,1.3278165000000002,1
12:58:15 AM,-0.018052286,0.41035587,-0.5210082,0.04631203,0.48666546,1.107529,0.58153653,0.5020233000000001,-0.12234858,0.9346844999999999,0.60614747,0.6845321,0.69193566,1.1365601,0.48018333,1.0804808000000001,1.3278165000000002,0
12:58:15 AM,-0.08876256,0.36003548,-0.55737853,-0.002530056,0.43202972,1.0839707,0.3581676,0.45067970000000007,-0.079248674,0.9346844999999999,0.60614747,0.5585555999999999,0.4515273,1.1365601,0.48018333,0.92333555,1.3278165000000002,0
