Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,emotion
0.8693248,-0.19785017,-0.23056766,0.7941590000000001,0.95605433,-0.012618091000000001,0.019133596,0.7649349,1.0638872,0.021239445,0.194325,0.7413858,0.42097783,0.13333288,-0.09716792,0.47969088,-0.10219004,-0.06283264,-0.29262617,-0.08591408,2
1.5056343,0.26368642,0.38452435,1.2005443999999998,1.3887465,0.07638831,0.3200942,1.108751,1.3193508,0.63928515,0.35708758,0.7399039000000001,0.40432490000000004,0.31665438,0.08549418,0.5622774,-0.10093402,0.028553987000000003,-0.17320074,0.001007766,2
1.169296,0.07386831,0.15160213,-0.11060843599999999,0.9216073,0.16069402,0.05622363,-0.19694595,1.1926771,0.67224705,0.34556422,0.60299265,0.38625953,0.3589902,0.07675616,0.44678804,0.06898314,0.14893204,-0.10650599,0.32273304,2
-0.07264681,0.42868954,0.32621208,-0.1475993,0.065742575,0.040225435,-0.30573547,-0.079436615,0.6867506,0.48121083,0.09464636,0.56110865,0.22122094,0.22937548,-0.021020751,0.46499324,0.104062766,-0.0020901220000000002,-0.011441808999999999,0.26442513,2
-0.008398519,0.7493966999999999,0.5774760999999999,0.023888167000000002,-0.09859893,-0.11501827,-0.29894355,0.047031667,0.62381506,0.35185656,-0.13516508,0.35928762,0.26158288,0.12084793,0.10902429999999999,0.44372255,0.11186264,-0.38727558,0.05885642,0.1249316,2
-0.008398519,0.7493966999999999,0.5774760999999999,0.023888167000000002,-0.09859893,-0.11501827,-0.29894355,0.047031667,0.62381506,0.35185656,-0.13516508,0.35928762,0.26158288,0.12084793,0.10902429999999999,0.44372255,0.11186264,-0.38727558,0.05885642,0.1249316,2
-0.008398519,0.7493966999999999,0.5774760999999999,0.023888167000000002,-0.09859893,-0.11501827,-0.29894355,0.047031667,0.62381506,0.35185656,-0.13516508,0.35928762,0.26158288,0.12084793,0.10902429999999999,0.44372255,0.11186264,-0.38727558,0.05885642,0.1249316,2
-0.008398519,0.7493966999999999,0.5774760999999999,0.023888167000000002,-0.09859893,-0.11501827,-0.29894355,0.047031667,0.62381506,0.35185656,-0.13516508,0.35928762,0.26158288,0.12084793,0.10902429999999999,0.44372255,0.11186264,-0.38727558,0.05885642,0.1249316,2
0.5054505,0.7493966999999999,0.5423456999999999,0.33569604,0.3217397,-0.11501827,0.090365164,-0.09210355,0.5570793,0.35185656,0.27061399999999997,0.81571573,0.5399253,0.12084793,0.40032405,0.42826486,0.40176069999999997,-0.38727558,0.12617123,0.20600949,2
1.157721,0.7493966999999999,0.49040379999999995,1.0028101,0.89615726,-0.11501827,-0.06830792,0.6994616,1.1827165000000002,0.35185656,0.26640368,0.88447577,0.5910313,0.12084793,0.39505312,0.52423793,0.35244545,-0.38727558,0.12827781,0.17584270000000002,2
1.344651,0.7493966999999999,0.49040379999999995,0.5509852,1.0712615,-0.11501827,-0.06830792,0.77894807,1.1827165000000002,0.35185656,0.26640368,0.76242083,0.6423153,0.12084793,0.39505312,0.7625831,0.30627492,-0.38727558,0.12827781,0.7030373000000001,2
1.344651,0.7493966999999999,0.49040379999999995,0.4427192,1.0712615,-0.11501827,-0.06830792,0.68854517,1.1827165000000002,0.35185656,0.26640368,0.76679915,0.6423153,0.12084793,0.39505312,0.7455376,0.30627492,-0.38727558,0.12827781,0.6844437,2
1.344651,0.7493966999999999,0.49040379999999995,0.36796358,1.0712615,-0.11501827,-0.06830792,0.508023,1.1827165000000002,0.35185656,0.26640368,0.6127409,0.6423153,0.12084793,0.39505312,0.666992,0.30627492,-0.38727558,0.12827781,0.6723004,2
0.71339446,0.7493966999999999,0.49040379999999995,0.90005106,0.65065,-0.11501827,-0.06830792,0.4684139,0.742797,0.35185656,0.26640368,0.7085405,0.82203275,0.12084793,0.39505312,1.0427899999999999,0.6867956000000001,-0.38727558,0.12827781,0.76316243,2
0.71339446,0.7493966999999999,1.2121027,0.90005106,0.65065,-0.11501827,1.0440698,0.4684139,0.742797,0.35185656,0.7032286,0.7085405,0.82203275,0.12084793,0.46603703,1.0427899999999999,0.6867956000000001,-0.38727558,0.36106744,0.76316243,2
0.71339446,0.7493966999999999,1.1787056,0.7531468000000001,0.65065,-0.11501827,1.0672021999999999,0.29392470000000004,0.742797,0.35185656,0.7139751,0.45296800000000004,0.82203275,0.12084793,0.41744986,0.8313773000000001,0.6867956000000001,-0.38727558,0.36613235,0.54866457,2
1.2195624,0.7493966999999999,1.0471894,0.7531468000000001,0.95839185,-0.11501827,0.84065986,0.29392470000000004,0.6648757,0.35185656,0.6701658,0.45296800000000004,0.7945204,0.12084793,0.46370920000000004,0.8313773000000001,0.54902756,-0.38727558,-0.07406265,0.54866457,2
1.1699938,1.293944,0.92509973,0.7531468000000001,0.77895445,0.45967644,0.70515263,0.29392470000000004,0.7166406,0.8497559000000001,0.68855,0.45296800000000004,0.69119895,0.56145513,0.43771797,0.8313773000000001,0.45402908,0.23762454,-0.01582588,0.54866457,2
0.757981,0.70680356,0.8476969000000001,0.7531468000000001,0.44174814,-0.19794460000000003,0.5322258000000001,0.29392470000000004,0.9423434000000002,-0.00451551,0.5898194999999999,0.45296800000000004,0.5791432,0.54393256,0.5615524000000001,0.8313773000000001,0.5207525,0.25279522,0.41872448,0.54866457,2
0.69345415,0.70680356,0.49410802,0.729139,0.4874959,-0.19794460000000003,0.29979455,0.5099593,0.9512739,-0.00451551,0.27477634,0.672994,0.68907607,0.54393256,0.41792774,0.61627907,0.55604666,0.25279522,0.21291934,0.58535016,2
0.66253155,1.0114136999999999,0.51578736,0.50549793,0.42925483,0.703631,0.19129695,0.42818218,0.8486963,0.8766982,0.4228002,1.0003084999999998,0.6316811999999999,0.5880408,0.3988563,0.573557,0.47484103,0.28596947,0.07484992,0.6972557,2
0.28100827,0.63901156,0.60263765,0.43108633,0.3458429,0.45979697,0.14826244,0.47946107,0.7909935,0.5189963,0.33636016,0.75315243,0.4512174,0.45096284,0.40673476,0.65162355,0.26249266,0.39534417,0.07700061,0.5536536,2
0.4641392,0.6981371,0.9114024,1.0106366,0.19635785,0.48677137,-0.40333873,0.40625745,0.42533687,0.09947333,-0.17306088,0.59948456,0.56822014,0.40916315,0.28964698,0.67836016,0.35536483,0.43758866,0.047768705,0.55587435,2
0.5848432,0.6981371,0.9114024,1.2688665000000001,-0.023099871,0.48677137,-0.40333873,0.32839614,0.22900656,0.09947333,-0.17306088,0.5932229,0.66492015,0.40916315,0.28964698,0.757462,0.52803046,0.43758866,0.047768705,0.63501704,2
0.5848432,0.6981371,0.34850118,1.2688665000000001,-0.023099871,0.48677137,0.4074252,0.32839614,0.22900656,0.09947333,0.26087308,0.5932229,0.66492015,0.40916315,0.408057,0.757462,0.52803046,0.43758866,0.019954063,0.63501704,2
0.42524177,0.65328467,0.30042338,0.30661285,0.32053873,0.50797826,0.07780190599999999,0.5346161,0.656226,0.6251048,0.16404435,0.43099463,0.68266684,0.54951304,0.32796457,0.682182,0.7531299,0.3195243,0.06475455,0.5458074,2
0.51460004,0.8392845,0.34547314,0.27853757,0.33925435,0.69593155,-0.45351022,0.12736198,0.6283083,0.61627173,-0.08481638,0.397596,0.6899,0.4678545,0.27343870000000003,0.6200009,0.53025645,0.44032347,0.36043632,0.44529057,2
0.76313925,0.8301995999999999,0.5776495,0.73634523,0.6451274,0.7028326,-0.5256982,0.3321086,0.71002996,0.55837214,-0.18633738,0.5842102,0.8502468000000001,0.38606265,0.2504843,0.9658453000000001,0.7393333000000001,0.386979,0.61475366,0.92908317,2
0.3736752,0.8301995999999999,0.6091999,0.35685095,0.58749884,0.7028326,0.11230926,0.41820870000000004,0.7170079,0.55837214,0.33247107,0.9745664,0.49548519999999996,0.38606265,0.43663868,0.6299945,0.27480203,0.386979,0.10782739,0.46792559999999994,2
0.44962397,0.8268880999999999,0.34275925,0.34850967,0.2029757,0.31436685,0.3410015,0.17793992,0.8130648,0.6175071999999999,0.23681623,0.9600238000000001,0.6676482,0.41743726,0.4288879,0.5856051999999999,0.41515493,0.14006235,0.12162082,0.509255,2
0.9319440000000001,0.5202943,0.43168554,0.8049884,0.5326069,0.18718056,0.36517262,0.4680944,0.79187185,0.5078757,0.20298843,0.79965514,0.7531549,0.35561898,0.41147977,0.6367889,0.30026390000000003,0.147299,-0.046282742,0.44360426,2
1.5109219999999999,0.5638553000000001,0.5156381,1.4343477,0.95944047,0.22843663,-0.29538977,1.0751876,0.8321679,0.35363266,0.13323139999999997,0.7653949000000001,0.7781666,0.35083237,0.3751598,0.74107546,0.35725766,0.15708363,-0.11796764,0.574419,2
0.9068636,1.0442938,0.98167104,0.42961004,0.30379874,0.3832583,0.43032068,0.42107806,0.6050449000000001,0.20516020000000004,0.22814426,0.8537220999999999,0.5304276,0.37814206,0.31648514,0.5423574999999999,0.30689874,0.23983583,0.10924105,0.44499364,2
0.88688165,0.98483735,0.9147334,0.82364184,0.36664197,0.44716528,0.40329084,0.42461315,1.0007245999999999,0.78135973,0.8983002,1.1482567,0.63862216,0.39618704,0.24126950000000003,0.5826435999999999,0.41195905,0.01981326,0.092498325,0.4134616,2
1.2180008,0.60949993,1.1108286,1.1604955,0.6737939000000001,0.51091355,0.5997876999999999,0.5972641,0.99377924,0.76453334,0.89826775,1.1460992,0.7232358,0.40038666,0.2917106,0.6087834,0.41902068,-0.07466788,0.039585456,0.35492670000000004,2
0.6174349,0.6372732,0.24903348,0.22304922,0.14705522,-0.001720234,0.044427987,0.16598310000000002,0.7809823,0.33525370000000004,0.15639336,0.4675594,0.35262009999999994,0.39271873,0.5669576999999999,0.60110456,0.5470046,0.20579478,0.32507378,0.5257733,2
0.6708154000000001,0.5331045999999999,0.24835639,0.26500282,0.47582918,0.05964216,-0.064438984,0.05836334,0.89743906,0.33233709999999994,0.29592645,0.35631928,0.94512874,0.6426076999999999,0.7681639,0.47190519999999997,1.0031313,0.46816173,0.76332676,0.47720647,2
0.16380209,0.11658053,0.33716768,0.124078155,0.43426374,0.019082425,-0.21491492,0.27082288,0.8498828000000002,0.54493564,0.38388148,1.3442838,0.88451797,0.65778613,0.4691513,0.85189027,0.7613751999999999,0.21733741,0.50109774,0.94683534,2
-0.013225413,0.03380241,0.047719214,0.13082647,0.35355633,-0.14158641,-0.43505475,0.2003401,0.79425794,0.42044023,0.31385029999999997,1.0489136000000001,0.5321345000000001,0.37680623,0.27312073,0.67638713,0.3154072,0.12805681,0.025734691,0.5976022,2
0.2145996,-0.15865366,0.027987892,0.46166983,0.29537255,-0.23874244,-0.2038401,0.34341633,0.67381936,0.014362983999999999,0.3189039,0.7763633000000001,0.5241927,0.33450386,0.08088377,0.67241395,0.30236953,0.17588893,-0.057757992,0.55475545,2
0.48466194,0.04568526,0.38284272,0.64248645,0.19667087,-0.18860447,-0.08388446,0.28851968,0.5466766,0.2459132,0.2968146,0.84983015,0.4550018,0.4448692,0.2811557,0.7047783000000001,0.527343,0.4030455,0.34937307,0.744171,2
0.46424964,-0.44540837,0.30018190000000006,0.23737895,0.06996770000000001,-0.2057562,0.08180255,0.0027268229999999997,0.89681786,0.30144945,0.24334481,0.7330845,0.65540695,0.42475656,0.42215484,0.7985664000000001,0.40475672,0.19896032,0.20413159,0.63666236,2
0.6194853,-0.01514256,0.28151703,0.04367947,-0.050835192,-0.008943433,0.003685045,0.026094452,0.73414576,0.3212003,0.41092655,0.48966014,0.5432484999999999,0.20596187,0.10357274,0.6297096999999999,0.14123441,0.05442126,0.061032273,0.40504375,2
0.76697916,0.25177866,0.51805323,0.23137231,0.5790451999999999,-0.05186833,0.17847477,0.22980581,1.1355853999999999,0.45267922,0.46181965,0.41485518,0.48539466,0.31386328,0.08683495,0.49622065,0.11486969999999999,0.20513071,-0.07786935,0.06573143599999999,2
