TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,emotion
36:57.9,1.2022649,0.072612345,-0.21727541,0.21272027,0.9787137,-0.2751513,-0.11845448,0.038022496,1.1663827,-0.0415559,0.19133583,0.16472878,0.30208138,-0.1084889,0.062455524,0.45536616,-0.12871744,-0.010595798,0.14793395,-0.2780059,794.9817,791.75824,787.72894,776.4469,711.1722,70.00003,38,-0.251586914,0.100830078,0.961547852,3.215026855,-3.588867188,-2.145843506,1,1,1,1,1,35,satisfying
36:58.9,0.001392293,-0.15041827,-0.48646203,0.4565434,0.017948458,-0.42613328,-0.3446321,0.051322866,0.41129786,0.0760293,0.23723827,0.354373,0.15024619,-0.062400393,0.1259119,0.33312812,-0.18500401,-0.49897325,-0.24323572,-0.12833846,793.7729,794.9817,797.3993,826.0073,853.8095,52.000046,17.999994,-0.252563477,0.102233887,0.962463379,3.678588867,-4.329071045,-1.854248047,1,1,1,1,1,35,satisfying
37:00.0,-0.16322918,-0.23546971,-0.23590463,0.031119943,0.031390008,-0.04760376,-0.15930949,-0.07808932,0.24351643,0.16096272,0.25361535,0.47106585,0.19882159,-0.024549758,0.20476931,0.33264592,-0.17533286,-0.6105425,-0.112915196,0.018512592,787.72894,799.011,801.02563,803.0403,732.1245,46.000046,15.999995,-0.25,0.103881836,0.962768555,3.91784668,-3.723449707,-1.809387207,1,1,1,1,1,35,satisfying
37:01.0,-0.22493397,-0.6153394,-0.19375375,0.58444476,0.008481154,-0.08518991,-0.18299697,0.2591999,0.2718721,0.01866472,0.08923031,0.60726076,0.2859803,-0.064652145,0.026087044,0.23745644,-0.16599992,-0.5782292,-0.24731055,-0.015708823,799.81683,799.011,796.1905,788.93774,568.93774,46.000046,15.999995,-0.248352051,0.106506348,0.963867188,3.274841309,-4.358978271,-1.637420654,1,1,1,1,1,35,satisfying
37:02.0,-0.090929896,-0.51231736,-0.27583337,0.57136464,-0.15232623,-0.37997124,-0.36166376,0.5038169,0.108760245,-0.11915687,0.03066196,0.88816994,0.32723022,-0.14480053,0.045061637,0.6625521,-0.09204968,-0.5557738,-0.3098522,0.086849116,805.8608,796.1905,792.1612,801.8315,771.2088,42.000042,0,-0.249145508,0.106201172,0.962158203,3.723449707,-3.469238281,-1.996307373,1,1,1,1,1,35,satisfying
37:03.0,-0.23261309,-0.39060667,-0.3289632,0.61866045,0.20060378,-0.04683245,-0.3796906,0.38036385,0.4049096,0.17256068,-0.05770407,0.8422957,0.23773676,-0.14741585,0.016376272,0.7203767,-0.097816005,-0.4771258,-0.26438838,0.13853677,795.38464,803.8461,794.17584,799.41394,715.6044,40.000042,0,-0.251953125,0.102478027,0.96105957,3.992614746,-3.7159729,-1.532745361,1,1,1,1,1,35,satisfying
37:04.0,0.005321523,-0.31424025,-0.27627563,0.21261907,0.37110958,-0.15930969,-0.4281169,0.7214388,0.7310296,0.13499606,0.015098496,1.1521012,0.3881153,-0.2101185,0.092676684,0.9349222,-0.2513646,-0.45829615,-0.19529532,0.25612918,802.23444,796.1905,793.7729,785.7143,747.8388,52.000046,0,-0.250366211,0.102661133,0.958679199,3.282318115,-3.431854248,-2.332763672,1,1,1,1,1,35,satisfying
37:05.0,0.080965646,-0.154527,-0.28019398,0.5598449,0.31939548,-0.07181407,-0.34627643,0.7471082,0.72675514,-0.09112236,0.109913744,1.2072518,0.4614621,-0.18337417,0.079298854,0.7739549,-0.14439422,-0.41784903,-0.25899103,0.005431847,791.3553,799.011,792.96704,807.47253,676.1172,72.00003,0,-0.248901367,0.100280762,0.961791992,3.327178955,-3.401947021,-2.071075439,1,1,1,1,1,35,satisfying
37:06.0,-0.22239809,-0.29692012,-0.15141305,0.6319389,0.22553928,-0.16320245,-0.17031983,0.7560088,0.7596671,0.019748742,0.11525713,1.2129864,0.27791372,-0.20022114,0.043888707,0.7644916,-0.1988319,-0.5630127,-0.23041877,0.04388217,795.38464,799.41394,788.1319,770.80585,543.95605,92.00001,0,-0.245361328,0.098876953,0.965820313,3.521575928,-4.209442139,-1.712188721,1,1,1,1,1,35,satisfying
37:07.1,-0.31198797,-0.60131854,-0.19102943,0.49081963,0.19373249,-0.1733358,-0.3470735,0.68265384,0.7744052,0.14352503,0.20442846,1.0220698,0.18730006,-0.32014674,-0.11965301,0.7436169,-0.22874579,-0.57906026,-0.3671289,0.03363071,795.78754,803.44324,799.81683,818.3516,795.78754,100,0,-0.244628906,0.10534668,0.965942383,3.521575928,-3.439331055,-1.532745361,1,1,1,1,1,35,satisfying
37:08.1,-0.41956848,-0.39151818,-0.5842059,0.64977556,-0.021551138,-0.23770306,-0.37762815,0.76492983,0.4520115,0.05834767,0.12355246,0.8670023,0.16382094,-0.2566689,-0.032666054,0.7003325,-0.3181879,-0.54684186,-0.2363481,-0.013378192,792.96704,797.8022,790.54944,821.978,845.34796,100,0,-0.245727539,0.10546875,0.967163086,3.409423828,-4.097290039,-1.809387207,1,1,1,1,1,35,satisfying
37:09.1,-0.28446588,-0.27402732,-0.3752246,0.8264138,0.11420858,-0.22292782,-0.22370596,0.85494953,0.48727968,-0.03553377,0.003021969,0.71513295,0.20566921,-0.26928067,0.001457009,0.4941106,-0.19603823,-0.4772744,-0.3626008,-0.12356198,805.05493,795.78754,799.011,782.8938,832.4542,100,0,-0.241088867,0.10546875,0.964660645,3.304748535,-4.037475586,-1.099090576,1,1,1,1,1,35,satisfying
37:10.1,-0.20058697,-0.20780985,-0.63302153,0.65771407,0.18097076,-0.32051924,-0.21026221,0.57293236,0.52186996,-0.02841243,0.003584093,0.73304915,0.1283533,-0.28102836,0.01626451,0.48408684,-0.21044816,-0.49501336,-0.39085484,-0.060248505,803.0403,803.44324,794.9817,779.67035,601.1722,100,0,-0.245056152,0.110168457,0.965942383,3.618774414,-3.89541626,-1.525268555,1,1,1,1,1,35,satisfying
37:11.1,0.41665053,-0.25060958,-0.26906097,0.86511505,0.37031218,-0.20360291,-0.031582586,0.612736,0.8115364,0.036116276,0.09823119,0.67749286,0.48571506,-0.09551225,0.08605832,0.529432,-0.09094889,-0.52331746,-0.044110358,0.124895535,790.54944,797.8022,796.99634,792.1612,717.2161,100,0,-0.240905762,0.104064941,0.964599609,3.185119629,-4.329071045,-1.764526367,1,1,1,1,1,35,satisfying
37:12.1,0.31609923,-0.5753045,-0.32625848,0.8382948,0.29331195,-0.43789572,-0.2598999,0.6862099,0.8177186,0.07500718,0.03791694,0.69919443,0.48316145,-0.27978954,0.02954875,0.61203307,-0.030431982,-0.56640863,-0.21045016,0.24479318,795.78754,798.60803,791.3553,823.5897,918.68134,90.00001,0,-0.242492676,0.106079102,0.96472168,3.581390381,-3.514099121,-2.018737793,1,1,1,1,1,35,satisfying
37:13.1,-0.1328888,-0.6109816,-0.60530573,0.7895635,0.14075567,-0.45337123,-0.34844643,0.6533338,0.5515962,0.016136602,-0.1809005,0.7184905,0.27328876,-0.24866226,-0.04057876,0.441784,0.14810483,-0.4735309,-0.24928027,0.16084403,804.65204,799.81683,796.5934,786.1172,796.99634,82.000015,6,-0.248474121,0.107910156,0.960083008,3.947753906,-4.538421631,-1.413116455,1,1,1,1,1,35,satisfying
37:14.2,-0.33746347,-0.3405625,-0.35367972,-0.06486682,-0.098353386,-0.36664692,-0.44062197,0.12004496,0.49436057,-0.089048974,-0.07030738,0.40622744,0.32543114,-0.16092572,0.022781271,0.30983844,0.013885346,-0.45818093,-0.33900157,0.0713798,801.4286,802.23444,799.81683,824.3956,872.74725,82.000015,23.999996,-0.25012207,0.104736328,0.966247559,3.177642822,-3.798217773,-2.123413086,1,1,1,1,1,35,satisfying
37:15.2,-0.4925783,-0.43712896,-0.48844957,-0.48345625,0.1030228,-0.17287618,-0.33962202,0.2019008,0.7172167,0.1695047,0.10454158,0.6657263,0.29021943,-0.21720156,-0.012455895,0.35518065,0.1475004,-0.5498267,-0.42497745,0.031324726,794.17584,798.60803,798.20514,786.1172,803.44324,100,42.000004,-0.247741699,0.102783203,0.963867188,3.237457275,-3.648681641,-2.041168213,1,1,1,1,1,35,satisfying
37:16.2,-0.16070718,-0.6386073,-0.54853314,-0.34068295,0.04443247,-0.25563112,-0.39716247,-0.07399274,0.6126585,0.09998262,0.005131065,0.5684385,0.20004305,-0.20341313,-0.07487347,0.35449383,0.1264011,-0.51048857,-0.35234943,-0.098508164,798.20514,798.60803,794.57874,830.84247,898.93774,100,63.999992,-0.24810791,0.104125977,0.961914063,3.775787354,-3.865509033,-1.585083008,1,1,1,1,1,35,satisfying
37:17.2,-0.007065135,-0.34959555,-0.47063363,-0.17643684,0.024971792,-0.13167614,-0.36475474,-0.19791423,0.47019067,-0.105462775,0.05658178,0.5006191,0.27113324,-0.18509854,-0.007632097,0.2947983,0.117952555,-0.46982884,-0.32744768,-0.04871533,800.2198,799.011,796.99634,813.1135,767.1795,100,83.99998,-0.241027832,0.104736328,0.966308594,3.282318115,-3.970184326,-2.332763672,1,1,1,1,1,35,satisfying
37:18.2,2.21E-04,-0.24746397,-0.6137857,-0.23688067,0.26462013,-0.17736496,-0.38355932,-0.055288214,0.49853396,-0.16119656,0.13305978,0.46066323,0.3614764,-0.18154493,0.017605478,0.26467547,0.13889311,-0.53911746,-0.36730957,0.028884923,786.9231,796.99634,800.2198,815.5311,899.34064,100,100,-0.249145508,0.100769043,0.96472168,3.379516602,-3.96270752,-1.600036621,1,1,1,1,1,35,satisfying
37:19.3,0.2771038,-0.09153,-0.16664208,0.4462046,0.6278114,-0.44338763,-0.23296688,0.42172182,0.66351175,0.057960093,0.1235207,1.0627655,0.4786403,-0.16061637,0.1354516,0.4398809,-0.022773702,-0.6206751,-0.26524386,0.059647813,801.8315,797.3993,795.78754,814.3223,820.3663,100,90.00001,-0.244567871,0.100891113,0.962890625,3.514099121,-4.194488525,-2.302856445,1,1,1,1,1,35,satisfying
37:20.3,0.12271449,-0.1626054,-0.22464386,0.3426554,0.34430248,-0.43939206,-0.3487522,0.30126324,0.6843948,-0.007641235,0.079829976,1.0627655,0.44129723,-0.19271441,-0.002677988,0.37817362,-0.003283221,-0.45308867,-0.21688917,0.019043341,792.1612,799.81683,807.0696,771.6117,622.1245,100,70.00003,-0.250366211,0.106506348,0.96270752,3.304748535,-3.536529541,-1.502838135,1,1,1,1,1,35,satisfying
37:21.3,-0.020909252,-0.46306542,-0.24979906,-0.038026247,-0.11769023,-0.3821187,-0.3173272,0.16654427,0.4885122,-0.03339057,0.018833356,0.576651,0.28353003,-0.21702419,-0.004441337,0.31547073,-0.085507184,-0.5521228,-0.18083225,-0.06539084,790.14655,796.5934,787.72894,792.5641,722.0513,100,66.00003,-0.245178223,0.100463867,0.965454102,3.192596436,-3.87298584,-1.353302002,1,1,1,1,1,35,satisfying
37:22.3,0.19785874,-0.31919214,-0.111872,0.21074206,0.33076832,-0.41763443,-0.04276332,0.33024827,0.5501801,-0.10300916,-0.013825744,0.61071026,0.29395652,-0.20101333,0.071722865,0.43102375,-0.10005696,-0.71964395,-0.24170348,-0.089058064,793.36993,790.14655,788.93774,816.337,871.53845,100,54.000046,-0.244628906,0.101928711,0.961975098,3.401947021,-4.089813232,-1.114044189,1,1,1,1,1,35,satisfying
37:23.3,0.14792041,-0.3906328,-0.2877344,0.07244251,0.21703872,-0.4815105,-0.23939058,0.28195584,0.53176045,-0.1746768,0.1434214,0.7854589,0.2817502,-0.14813007,0.20621426,0.3533706,-0.10584171,-0.6854556,-0.27423808,-0.1779111,796.1905,794.9817,786.52014,787.72894,703.91943,100,34.00004,-0.24609375,0.109863281,0.962768555,3.147735596,-3.78326416,-1.443023682,1,1,1,1,1,35,satisfying
37:24.4,-0.18396747,-0.6150119,-0.62508035,-0.28007236,-0.15821035,-0.49961248,-0.33442962,0.16475126,0.24139853,0.019453531,0.07031191,0.5678401,0.1856579,-0.21442278,-0.022888854,0.20415267,-0.056657966,-0.64583486,-0.26531866,-0.18293633,797.8022,802.23444,799.011,828.8278,1081.8682,100,32.00004,-0.243286133,0.102416992,0.963562012,2.78137207,-3.723449707,-2.205657959,1,1,1,1,1,35,satisfying
37:25.4,-0.12812638,-0.37147728,-0.796153,-0.16535728,0.29581678,-0.13238475,-0.46299404,0.2124656,0.965335,0.14347142,-0.05603683,0.55702937,0.3432778,-0.18197586,-0.12476535,0.087662905,0.05153448,-0.569564,-0.31843045,-0.22888085,786.1172,797.3993,799.011,799.41394,807.47253,100,26.000034,-0.249084473,0.099060059,0.963439941,3.626251221,-3.76083374,-1.943969727,1,1,1,1,1,35,satisfying
37:26.4,-0.04455359,-0.38474363,-0.56830454,-0.17728354,0.43896255,0.15424648,-0.13846998,-0.048368815,1.0080694,-0.05137456,-0.16431727,0.63271505,0.36602923,-0.24009708,-0.092599235,0.11002097,0.022032006,-0.63849026,-0.2717004,-0.048894778,817.1429,801.8315,792.1612,774.0293,799.41394,100,6.0000386,-0.245178223,0.104858398,0.96685791,3.506622314,-4.284210205,-1.659851074,1,1,1,1,1,35,satisfying
37:27.4,-0.24278535,-0.49908423,-0.5293962,0.16584677,0.10289746,-0.037872013,-0.1613197,-0.066186234,0.49125642,-0.07642269,0.007249671,0.28937456,0.22494273,-0.30394763,-0.25232208,0.092037834,0.007604488,-0.46225137,-0.25283945,0.03958986,801.02563,801.4286,794.57874,811.50183,903.36993,100,14.000037,-0.244628906,0.100158691,0.96661377,3.566436768,-3.656158447,-1.749572754,1,1,1,1,1,35,satisfying
37:28.4,-0.4296485,-0.61808455,-0.77074134,0.07744998,-0.23865724,-0.39006928,-0.2550704,0.11311419,0.6397828,0.002457037,0.07856137,0.20388076,0.24099515,-0.2405786,-0.16410854,0.16829619,-0.13790798,-0.33493865,-0.20323922,-0.039853245,802.6374,797.8022,797.8022,818.3516,843.73627,100,34.00004,-0.246520996,0.100280762,0.965698242,3.446807861,-4.239349365,-1.772003174,1,1,1,1,1,35,satisfying
37:29.5,0.01947318,-0.5686362,-0.26817876,0.061944164,-0.09071845,-0.35856608,-0.46710724,0.034118585,0.47902337,0.030362941,0.06196104,0.320943,0.26882088,-0.18002385,0.08673384,0.32973105,-0.06639732,-0.4996583,-0.15975276,-0.09159885,802.23444,804.65204,801.02563,803.44324,778.46155,100,52.000046,-0.238830566,0.109313965,0.964538574,3.955230713,-4.904785156,-1.570129395,1,1,1,1,1,35,satisfying
37:30.5,0.15918733,-0.8121817,-0.18350825,0.12944053,0.23044,-0.2428234,-0.34745342,-0.29741088,0.5422526,0.050317604,-0.01940156,0.33390334,0.36966005,-0.18888831,0.06741146,0.41619423,0.027730316,-0.40958118,-0.15164278,0.023964925,799.41394,800.2198,790.54944,817.1429,851.79486,90.00001,68.00003,-0.247375488,0.103027344,0.965209961,3.304748535,-4.044952393,-1.398162842,1,1,1,1,1,35,satisfying
37:31.5,-0.29867998,-0.5129495,-0.27328813,-0.3178704,0.3205003,-0.15290779,-0.31292114,-0.24148726,0.50433874,-0.1761724,0.005385134,0.49987072,0.2809996,-0.30968422,-0.13627581,0.2731946,-0.08308834,-0.508883,-0.27562702,-0.14498524,795.38464,799.81683,788.93774,782.8938,836.8865,96,82.000015,-0.241882324,0.09942627,0.960021973,3.469238281,-4.157104492,-1.95892334,1,1,1,1,1,35,satisfying
37:32.5,-0.2933373,-0.4896468,-0.43294176,-0.13547888,-0.031801883,-0.45689374,-0.34974575,0.16582376,0.6117003,-0.10200099,-0.028571568,0.5451345,0.2148182,-0.28863293,-0.049575318,0.10384714,-0.19692647,-0.63597393,-0.22650026,-0.03909133,805.4579,800.6227,799.41394,780.07324,661.2088,100,78.00002,-0.243041992,0.109191895,0.963439941,3.603820801,-4.074859619,-1.487884521,1,1,1,1,1,35,satisfying
37:33.6,-0.24660341,-0.1922675,-0.35350755,-0.12099873,0.17725693,-0.6022051,-0.34852907,0.006246694,0.6048548,-0.059366412,0.076659694,0.58219796,0.11014793,-0.13762528,0.17395552,0.16521125,-0.19871591,-0.52658147,-0.27966443,-0.073406614,801.4286,797.3993,799.81683,818.7546,919.4872,100,72.00003,-0.248046875,0.100585938,0.961242676,3.244934082,-4.486083984,-1.786956787,1,1,1,1,1,35,satisfying
37:34.6,-0.18107747,-0.27185917,-0.45959696,-0.170179,-0.07020847,-0.44363818,-0.17113753,0.10756862,0.57591707,-0.15567288,0.11600339,0.5410656,0.22091722,-0.16992472,-0.040227,0.24146001,-0.13783287,-0.46975383,-0.24822493,-0.23019467,796.1905,797.8022,801.4286,779.67035,783.2967,100,52.000046,-0.24420166,0.096801758,0.961608887,3.813171387,-3.925323486,-1.929016113,1,1,1,1,1,35,satisfying
37:35.6,-0.54511356,-0.36008164,-0.6258556,-0.25624824,-0.11416947,-0.38525182,-0.186901,0.23483592,0.38764775,-0.05069594,0.1734705,0.42241895,0.23669592,-0.21764491,-0.03997797,0.16940129,-0.12945902,-0.48995322,-0.1616062,0.061954033,795.78754,796.5934,793.7729,792.96704,1090.3297,100,58.00004,-0.244445801,0.103515625,0.970336914,3.76083374,-4.80758667,-1.495361328,1,1,1,1,1,35,satisfying
37:36.6,-0.23232484,-0.26472452,-0.34386414,-0.12787038,0.043391455,-0.4231358,-0.38654897,0.08482019,0.56561786,-0.024073634,0.16392018,0.6665836,0.30478996,-0.15652315,0.06627326,0.33940664,-0.12669623,-0.5962738,-0.029072827,0.034727376,795.78754,797.8022,788.1319,809.4872,1026.2638,100,76.00002,-0.243347168,0.102050781,0.967102051,2.743988037,-4.201965332,-1.719665527,1,1,1,1,1,35,satisfying
37:37.7,0.28364587,-0.17737035,-0.19071722,0.11180782,0.30100355,-0.4448636,-0.199764,0.0355918,0.7929262,0.012802202,0.04471938,0.79002637,0.3952927,-0.07640154,0.0845398,0.35932812,-0.0992377,-0.44343928,-0.09323664,0.04957933,786.1172,796.5934,794.17584,804.65204,718.8278,100,56.000042,-0.24621582,0.100158691,0.96270752,3.461761475,-4.127197266,-1.816864014,1,1,1,1,1,35,satisfying
37:38.7,-0.07772885,-0.27780244,-0.5336268,-0.03887263,0.10411759,-0.72414315,-0.51535153,-0.04672044,0.7112871,0.22530888,-0.17879665,0.6364386,0.33315453,-0.12153036,-0.12016349,0.29312637,-0.13283746,-0.5432071,-0.34757233,0.02318653,799.011,799.011,790.54944,780.87915,688.60803,100,36.000042,-0.250366211,0.09954834,0.966186523,3.140258789,-3.207550049,-1.809387207,1,1,1,1,1,35,satisfying
37:39.7,-0.13066609,-0.4896619,-0.34052536,-0.08467412,0.010060626,-0.74699193,-0.5330577,0.13705707,0.6648966,0.19031082,-0.14535777,0.7253746,0.32928315,-0.24415569,-0.13184088,0.35543066,-0.1857332,-0.56066805,-0.33409247,-0.05486513,805.8608,801.4286,800.2198,806.26373,904.17584,100,16.000036,-0.244384766,0.106201172,0.960144043,3.588867188,-3.992614746,-1.682281494,1,1,1,1,1,35,satisfying
37:40.7,0.29773098,-0.57337976,-0.18446736,0.48760766,0.5068224,-0.5678262,-0.30851972,0.5034063,0.6788229,-0.052471068,-0.061216004,0.73921806,0.423289,-0.18349178,-0.013457209,0.21384136,-0.15021536,-0.5572435,-0.21643648,0.003924212,803.0403,798.60803,793.7729,825.6044,1110.4762,100,0,-0.24597168,0.101745605,0.965026855,3.469238281,-4.201965332,-1.585083008,1,1,1,1,1,35,satisfying
37:41.7,0.19423845,-0.62935627,-0.38643172,0.3854328,0.58320206,-0.22376041,-0.2667983,0.45800194,0.75029373,0.13546295,0.12095044,0.6061383,0.35007918,-0.17978187,-0.03776257,0.2619182,0.009575697,-0.45666388,-0.3629431,-0.13409382,808.68134,796.5934,797.8022,787.72894,689.81683,100,0,-0.243225098,0.098571777,0.963134766,3.454284668,-3.656158447,-2.115936279,1,1,1,1,1,35,satisfying
37:42.8,-0.40808833,-0.65557545,-0.38035545,-0.007372546,0.19324258,-0.3880141,-0.34277126,0.04865771,0.7200871,0.13130249,0.002873765,0.5298083,0.33487862,-0.31043988,-0.13636158,0.39759892,0.032911636,-0.65089947,-0.36125442,-0.066966675,790.14655,795.78754,795.78754,810.293,977.50916,100,0,-0.246398926,0.106628418,0.962768555,3.78326416,-4.149627686,-1.764526367,1,1,1,1,1,35,satisfying
37:43.8,0.2102943,-0.52385193,-0.4986201,-0.03625403,0.050192505,-0.3393914,-0.21518649,-0.007250057,0.5900634,0.064206965,-0.054824945,0.49265546,0.29580155,-0.35037097,-0.032723352,0.40846485,0.1406188,-0.5795163,-0.19654755,-0.010203433,802.23444,799.41394,799.011,803.44324,955.7509,100,17.999998,-0.245544434,0.09954834,0.965820313,3.476715088,-3.364562988,-1.816864014,1,1,1,1,1,35,satisfying
37:44.8,0.2544034,-0.26422882,-0.6254984,-0.036103547,-0.065535545,-0.2785562,-0.36291367,-0.2366905,0.5430671,0.070813745,0.033226844,0.5301454,0.3653026,-0.18091252,-0.023051329,0.37615457,0.1561952,-0.5470993,-0.27220103,0.09763986,796.99634,799.41394,796.1905,817.9487,991.2088,96,38.000004,-0.241271973,0.106079102,0.96697998,3.446807861,-4.179534912,-1.809387207,1,1,1,1,1,35,satisfying
37:45.8,-0.28437448,-0.07860497,-0.5096294,-0.25667378,-0.18456315,-0.22785157,-0.53161407,-0.16735104,0.65581816,0.042642742,0.055842925,0.5328521,0.25372395,-0.25440076,0.013016061,0.34679294,0.28875503,-0.5202782,-0.23560265,0.06516478,799.011,796.99634,795.38464,779.67035,713.9927,100,58,-0.240905762,0.106628418,0.968994141,3.723449707,-3.828125,-1.166381836,1,1,1,1,1,35,satisfying
37:46.9,-0.27243385,-0.359506,-0.38312334,-0.13581568,-0.015961476,-0.49963173,-0.59619224,-0.011394387,0.68251437,-0.14614885,-0.12861647,0.30446842,0.33224443,-0.2922186,-0.10566692,0.27481714,0.012149379,-0.4134376,-0.17612979,-0.017567985,807.0696,801.4286,784.5055,815.9341,861.8681,100,75.999985,-0.24786377,0.101196289,0.963928223,2.98324585,-3.955230713,-2.033691406,1,1,1,1,1,35,satisfying
37:47.9,0.16417234,-0.34244034,-0.49146545,-0.091862075,0.029344914,-0.42077652,-0.25791135,0.2883387,1.0526991,0.51382345,0.19479449,0.6542644,0.3482447,-0.19553263,-0.12138463,0.326004,0.05050389,-0.32438374,-0.07003247,0.07635982,799.41394,799.81683,786.1172,777.25275,714.7985,100,69.999985,-0.239746094,0.101013184,0.969787598,3.431854248,-4.515991211,-1.555175781,1,1,1,1,1,35,satisfying
37:49.0,0.10595826,-0.20866485,-0.29758835,-0.028660873,-0.018337369,-0.12395128,-0.02260863,0.29520184,1.0249552,0.5039351,0.2683721,0.6397561,0.28223,-0.29681456,-0.003280265,0.37370566,0.041925997,-0.57932705,-0.24136157,-0.036144163,781.685,796.5934,790.14655,770.40295,615.2747,100,50.000008,-0.234985352,0.106079102,0.969421387,4.037475586,-4.934692383,-1.465454102,1,1,1,1,1,35,satisfying
37:50.0,0.12471442,-0.5108366,-0.12007093,0.30231407,0.09270269,-0.29329243,-0.09271137,0.18815328,0.6383322,0.1401513,0.14933221,0.5876512,0.4194182,-0.15945856,0.047000866,0.4319608,0.13323794,-0.4575009,-0.2658729,-0.0398356,790.54944,794.57874,790.14655,779.67035,769.19415,100,38,-0.243530273,0.105834961,0.958007813,3.087921143,-3.401947021,-2.295379639,1,1,1,1,1,35,satisfying
37:51.0,-0.3131921,-0.5799441,-0.28970847,0.09140521,-0.18535937,-0.45004842,-0.3846536,0.049858842,0.60324377,0.029171232,0.13877228,0.50924265,0.38343942,-0.3239465,-0.0578681,0.44909748,-0.001448323,-0.43691406,-0.21022877,-0.051588133,793.7729,796.1905,792.5641,791.75824,896.1172,100,38,-0.24005127,0.102111816,0.961547852,3.566436768,-4.882354736,-1.794433594,1,1,1,1,1,35,satisfying
37:52.0,-0.2126704,-0.75159067,-0.5206605,0.19790977,0.15727599,-0.21492,-0.352511,0.23710617,0.48627082,0.06624103,0.035295628,0.6571338,0.32451653,-0.36965817,-0.063982725,0.43504062,-0.001283426,-0.56263727,-0.30053654,0.0529717,798.60803,800.2198,798.20514,780.4762,1048.4249,100,38,-0.242492676,0.096069336,0.962402344,3.798217773,-3.491668701,-2.115936279,1,1,1,1,1,35,satisfying
37:53.0,-0.29938313,-0.6595676,-0.5242507,0.047764562,0.07211946,-0.1368734,-0.28853956,0.0274525,0.75866026,0.109919645,-0.18182817,0.56034654,0.32145634,-0.15773016,0.019892571,0.3170194,0.052430976,-0.56609404,-0.22104104,0.2599456,791.75824,796.5934,796.5934,776.8498,678.93774,100,58,-0.247741699,0.105102539,0.963256836,3.611297607,-4.029998779,-1.794433594,1,1,1,1,1,35,satisfying
37:54.1,-0.34750372,-0.5168471,-0.42013043,-0.081851326,0.11316409,-0.36401653,-0.41268888,-0.15428571,0.61668515,-0.18514483,-0.021822678,0.42459157,0.33476204,-0.20812538,-0.008843426,0.28228393,-0.02422338,-0.6339083,-0.15688783,0.23631254,790.54944,792.5641,793.7729,802.23444,743.4066,100,75.999985,-0.24395752,0.093811035,0.96081543,3.155212402,-3.813171387,-2.011260986,1,1,1,1,1,35,satisfying
37:55.1,-0.11638321,-0.48683345,-0.6364626,-0.12786768,0.23171654,-0.45958197,-0.43425384,-0.25705874,0.80596095,0.29722467,0.09050733,0.3047043,0.4823561,-0.09638328,-0.03567366,0.19074592,0.04488601,-0.6778128,-0.31990838,0.09991728,811.50183,805.8608,796.99634,817.1429,899.34064,100,95.99996,-0.238098145,0.096984863,0.967895508,3.985137939,-4.007568359,-1.585083008,1,1,1,1,1,35,satisfying
37:56.1,0.18536991,-0.13156971,-0.5312065,0.11548962,0.19979948,-0.08252955,-0.4530736,-0.06946087,0.7506076,0.32762232,0.040762663,0.44396934,0.46825787,-0.1924082,-0.162599,0.20654008,-0.047038514,-0.5582108,-0.3686457,0.045262165,810.696,802.6374,790.14655,810.293,693.44324,100,100,-0.239440918,0.104003906,0.96685791,3.753356934,-4.501037598,-1.644897461,1,1,1,1,1,35,satisfying
37:57.1,0.39243412,-0.09702862,-0.35038617,0.18272775,0.14010014,-0.17659044,-0.4061706,-0.011393174,0.4212743,0.040106058,-0.16573048,0.38555577,0.40401065,-0.2800874,-0.11623823,0.22122352,0.005432508,-0.43502557,-0.09765801,0.018447949,798.60803,800.6227,797.3993,770.80585,634.61536,94.00001,100,-0.238098145,0.096984863,0.965637207,2.75894165,-3.887939453,-2.377624512,1,1,1,1,1,35,satisfying
37:58.1,0.21125545,-0.37140107,-0.07882424,0.050296497,0.35622534,-0.0422547,-0.10475979,0.43245518,0.51320857,0.18287612,0.048962656,0.711513,0.4178817,-0.14178888,0.08008907,0.39113423,0.08936712,-0.47828355,-0.15210915,0.09734915,802.6374,792.5641,799.011,813.5165,832.4542,88.000015,100,-0.243164063,0.092163086,0.965332031,3.701019287,-3.9402771,-1.570129395,1,1,1,1,1,35,satisfying
37:59.1,0.15294696,-0.379615,-0.36754683,0.20722178,0.41949126,-0.007533184,-0.23327717,0.18559018,0.62224233,0.13614497,0.107891485,0.7517687,0.32807475,-0.117010385,0.10754552,0.36041367,0.06065049,-0.55695194,-0.30624902,-0.053728558,792.1612,803.44324,797.8022,767.98535,843.73627,100,94.00001,-0.23449707,0.091918945,0.965515137,3.835601807,-4.261779785,-1.86920166,1,1,1,1,1,35,satisfying
