TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,emotion
46:26.8,0.26310146,0.5916404,-0.20231596,0.2794422,0.3478199,-0.08281207,-0.15196896,0.5737973,0.84825146,0.33548322,0.39883024,1.2409879,0.5433998,0.5041492,0.20250261,0.4277621,0.16909236,0.29319212,-0.10608059,0.29405418,812.71063,812.3077,810.293,811.0989,656.77655,32,74.00002,-0.15814209,0.136535645,0.976745605,3.439331055,-4.149627686,-1.831817627,1,1,1,1,1,30,sad
46:27.8,0.23645881,0.7629291,-0.3329477,-0.18665443,0.35741842,0.70813644,-0.085664324,0.5327557,1.0060798,0.910621,0.27853128,1.0015223,0.5189792,0.6484564,0.3382164,0.51342386,0.25114816,0.22225244,0.08348884,0.28739494,810.293,811.9048,797.8022,799.011,657.1795,52.000004,66.00003,-0.164978027,0.14276123,0.974121094,3.820648193,-2.923431396,-1.188812256,1,1,1,1,1,30,sad
46:28.9,1.207994,0.6475765,0.11773141,1.124139,0.93480664,0.44295967,-0.0684952,1.0148679,0.7634386,0.90247774,0.26544625,0.8592983,0.69381076,0.6352503,0.47391745,0.7005861,0.41689646,0.2528663,0.3467345,0.30852017,802.23444,822.7839,807.47253,805.8608,726.8865,54.000004,46.000046,-0.173095703,0.139892578,0.972900391,3.835601807,-3.753356934,-2.818756104,1,1,1,1,1,30,sad
46:29.9,1.5021216,0.51679164,0.30988058,1.4449166,1.2821739,0.10598435,-0.18681146,1.2041305,0.9879009,0.50127727,0.2918874,0.85662705,0.7982582,0.7715935,0.62427825,0.6869399,0.6430689,0.50590074,0.5168061,0.50572467,793.7729,808.2784,803.44324,787.326,743.00366,31.999996,24.000034,-0.171142578,0.142883301,0.973754883,3.970184326,-3.69354248,-1.420593262,1,1,1,1,1,30,sad
46:30.9,1.2842765,0.18789297,-0.122855105,-0.08133179,1.1170007,-0.14561294,-0.35462105,0.010952888,0.98551375,0.39215097,0.2734961,0.5255312,0.70041114,0.6289662,0.46063924,0.8225946,0.5164291,0.44104508,0.41181156,0.68958634,803.0403,795.38464,798.60803,789.34064,755.89746,11.999996,22.000036,-0.161193848,0.137145996,0.981079102,2.990722656,-4.867401123,-1.899108887,1,1,1,1,1,30,sad
46:31.9,0.26680225,-0.19417492,-0.081080474,0.4767922,0.36172265,-0.31955934,-0.5017374,0.2826573,0.33648098,0.38178563,0.2686056,0.6511976,0.6312368,0.7164052,0.27892822,1.0098916,0.65203935,0.43287766,0.4420009,0.85875607,797.8022,791.75824,788.5348,800.2198,688.20514,0,42.000042,-0.173461914,0.142272949,0.974304199,3.252410889,-4.418792725,-1.256103516,1,1,1,1,1,30,sad
46:32.9,0.9410246,-0.09157193,0.087384574,0.72963125,0.7358722,0.1005784,-0.19420956,0.45339295,0.8690964,0.4933746,0.036516927,0.50444233,0.5250017,0.41071677,0.36851853,1.0448083,0.5423506,0.14737536,0.18543315,0.8654105,779.2674,796.99634,795.78754,806.26373,761.53845,0,62.00004,-0.175842285,0.137573242,0.971191406,2.542114258,-3.775787354,-3.626251221,1,1,1,1,1,30,sad
46:34.0,1.4070448,0.17034568,2.61E-05,1.3867596,1.124045,0.34320214,-0.55279595,1.1789325,1.1076908,0.49133483,0.049661145,0.7941331,0.7468129,0.34407875,0.687971,0.85994285,0.53508145,0.10728417,0.6014464,0.77619535,789.7436,805.8608,793.36993,797.8022,764.35895,0,64.00003,-0.18347168,0.144714355,0.968933105,3.828125,-2.98324585,-1.555175781,1,1,1,1,1,30,sad
46:35.0,1.2685448,0.19752571,0.46102208,1.1973505,0.95813245,0.3404976,-0.13013026,0.9635903,1.0676199,0.491,0.12458103,0.84939045,0.7045015,0.32404804,0.59883475,0.74714535,0.48464653,0.08312124,0.34005788,0.68553394,795.78754,807.8755,787.326,823.1868,740.18317,0,42.000042,-0.181762695,0.146911621,0.972351074,3.469238281,-5.667419434,-1.226196289,1,1,1,1,1,30,sad
46:36.0,1.1613419,0.19752571,0.68429893,0.42715818,0.7906081,0.3404976,0.11000315,0.3805031,1.021461,0.491,0.41400808,0.8406611,0.81718093,0.32404804,0.49218085,0.8060027,0.45104247,0.08312124,0.36950842,0.7252574,809.89014,836.08057,790.54944,790.9524,805.8608,0,56.000042,-0.180847168,0.150390625,0.976745605,3.125305176,-4.007568359,-1.465454102,1,1,1,1,1,30,sad
46:37.0,1.1304914,0.19752571,0.7337371,0.5979667,1.0382216,0.3404976,-0.08452978,0.31780282,1.0939932,0.491,0.41252294,0.82635087,0.92561936,0.32404804,0.5006515,0.7973445,0.55246085,0.08312124,0.381123,0.7256404,791.3553,799.41394,775.2381,803.0403,724.4689,0,76.00002,-0.173828125,0.14855957,0.975219727,3.970184326,-4.067382813,-1.158905029,1,1,1,1,1,30,sad
46:38.0,0.96435946,0.19752571,0.79516196,0.87754035,0.7695137,0.3404976,0.2199033,0.73304796,1.2286073,0.491,0.43306965,0.8742745,0.79574275,0.32404804,0.50103045,0.82775664,0.6340844,0.08312124,0.4183879,0.66017413,806.26373,823.1868,786.1172,788.5348,715.6044,0,96,-0.168762207,0.153625488,0.972717285,2.557067871,-3.229980469,-1.338348389,1,1,1,1,1,30,sad
46:39.1,0.85908693,0.8552251,1.0166472,0.68302923,0.24599418,0.68195367,0.4988217,0.62380546,0.87317514,1.0233259,0.39780232,0.6516106,0.6675025,0.55695355,0.41901392,0.8246614,0.55533,0.45240018,0.40827468,0.5757082,801.8315,804.65204,793.7729,804.2491,852.1978,0,100,-0.172363281,0.143676758,0.976806641,3.80569458,-4.67300415,-2.175750732,1,1,1,1,1,30,sad
46:40.1,0.87172186,0.9918106,0.39166245,0.5244685,0.40700632,0.4267034,0.03426006,0.45612657,0.57114655,0.69926816,0.29249123,0.9968966,0.65396893,0.58880776,0.44057044,0.75325495,0.6054971,0.342788,0.3697401,0.7108297,813.5165,825.2015,803.8461,789.7436,725.2747,0,100,-0.165405273,0.151977539,0.970397949,3.947753906,-4.112243652,-0.358886719,1,1,1,1,1,30,sad
46:41.1,0.948016,0.9004783,0.11954139,0.31971025,0.7402906,0.37067056,-0.20572427,0.46417564,0.65816075,0.6377128,0.32752725,1.0218389,0.7640303,0.7384906,0.41137293,0.5654139,0.69591546,0.3758069,0.43504307,0.6188085,786.1172,832.0513,803.0403,807.47253,769.59705,0,100,-0.175842285,0.154907227,0.975830078,3.536529541,-2.773895264,-1.106567383,1,1,1,1,1,30,sad
46:42.1,0.73418456,0.40025452,-0.10515167,0.7738473,0.7306658,-0.18121894,-0.29457274,0.7114315,1.0275946,0.47337362,0.03113604,1.0848976,0.68963367,0.78273207,0.36417297,0.59601957,0.33034113,0.3597248,0.43144694,0.54517967,787.72894,783.2967,804.2491,785.7143,823.9927,13.999998,94.00001,-0.160888672,0.146911621,0.971984863,3.252410889,-5.667419434,-1.82434082,1,1,1,1,1,30,sad
46:43.2,0.9438737,0.09120453,0.33286846,0.93190205,0.56712383,-0.25161234,-0.4193329,0.84086215,0.85418844,0.48905107,0.19825321,1.0928928,0.71759737,0.69190603,0.36201206,0.78687155,0.29793522,0.23816642,0.28723952,0.39155492,792.96704,797.8022,795.78754,789.34064,817.5458,9.999999,74.00002,-0.166992188,0.151428223,0.981567383,3.424377441,-4.83001709,-1.585083008,1,1,1,1,1,30,sad
46:44.2,0.5300628,-0.34234178,0.16804509,0.22957727,0.26228955,-0.10981248,-0.275837,0.08029473,0.63185257,0.3666987,0.18713178,0.8692244,0.68308693,0.5391878,0.42954257,0.72384506,0.28192833,0.23456056,0.2771337,0.35506213,789.34064,805.05493,801.8315,811.0989,761.13556,0,84.000015,-0.182189941,0.156433105,0.971496582,3.887939453,-4.269256592,-1.734619141,1,1,1,1,1,30,sad
46:45.2,0.2623387,-0.28619593,-0.20697781,0.1287815,0.030491602,-0.12860528,-0.39113718,-0.03570238,0.780995,0.34626794,0.23500097,0.9005928,0.5731336,0.40315425,0.38920167,0.39682904,0.09470042,0.15253572,0.16992141,0.20547147,809.0842,804.65204,806.26373,795.38464,731.31866,9.999999,100,-0.17779541,0.157836914,0.969787598,3.087921143,-4.67300415,-1.323394775,1,1,1,1,1,30,sad
46:46.2,0.41570446,-0.21505257,-0.17304246,-0.009295679,0.31393856,-0.2771476,-0.42192435,0.0585116,1.2440064,0.20209202,-0.03072512,1.2496449,0.43448865,0.31554988,0.24986981,0.36149862,0.0785027,0.19702408,0.15301803,0.26255754,778.0586,793.7729,778.46155,783.69965,757.1062,27.999996,82.000015,-0.181152344,0.156799316,0.970458984,3.215026855,-3.484191895,-1.502838135,1,1,1,1,1,30,sad
46:47.3,0.5071231,-0.10612017,-0.18969406,-0.14713636,0.35578147,0.055658925,-0.37506643,-0.02650219,1.209188,0.13151263,-0.014405678,1.2024426,0.3971539,0.2766549,0.35175547,0.6205901,0.31510997,0.288203,0.3229843,0.44293687,805.8608,798.60803,794.17584,815.5311,844.1392,48.000008,64.00003,-0.168029785,0.155456543,0.975158691,4.418792725,-4.306640625,-0.807495117,1,1,1,1,1,30,sad
46:48.3,0.075787365,-0.08377351,-0.038285688,0.020427307,0.19233811,-0.2202997,-0.34255016,0.001214056,1.3433259,0.3209279,0.018390365,0.9066125,0.5775975,0.40343976,0.27288386,0.75511825,0.32103932,0.098275155,0.15242441,0.28579128,783.2967,815.12823,798.60803,792.5641,781.28204,69.999985,48.000046,-0.168273926,0.158752441,0.976013184,3.394470215,-4.306640625,-1.158905029,1,1,1,1,1,30,sad
46:49.3,0.032735057,0.30853155,0.02681469,0.11714833,0.093591556,-0.06907733,-0.3282735,0.23856422,1.1416882,0.40531242,0.4904797,1.0266634,0.6842525,0.41932112,0.6545094,0.9748522,0.53256047,0.40436867,0.804358,0.8027356,823.9927,789.34064,801.4286,772.4176,823.5897,89.99997,60.00004,-0.153259277,0.152954102,0.97467041,4.201965332,-5.099182129,-1.435546875,1,1,1,1,1,30,sad
46:50.3,0.32149872,0.07210584,-0.4911733,0.020173663,0.024421783,-0.025965206,-0.14126678,0.22451791,0.8213076,0.52411765,0.48452422,1.013107,0.96521854,0.89429253,0.78461367,1.134375,1.1638659,0.8987419,0.9457882,1.0492669,806.26373,802.6374,800.2198,764.35895,819.5604,75.999985,80.000015,-0.156982422,0.157897949,0.97845459,3.491668701,-4.448699951,-1.196289063,1,1,1,1,1,30,sad
46:51.4,0.32149872,-0.087853834,0.016012441,0.020173663,0.024421783,0.026000824,-0.16826196,0.22451791,0.8213076,0.5565668,0.40149608,1.013107,0.96521854,0.9671885,0.70498717,1.134375,1.1638659,0.8955307,0.8605243,1.0492669,910.6227,750.65936,759.92676,840.5128,739.3773,56,100,-0.152832031,0.164489746,0.977416992,3.671112061,-3.506622314,-1.315917969,1,1,1,1,1,30,sad
46:52.4,0.32149872,-0.2845593,0.15368183,0.020173663,0.024421783,0.131938,-0.36159968,0.22451791,0.8213076,0.45502055,-0.18245618,1.013107,0.96521854,1.1033709,0.8860343,1.134375,1.1638659,1.0312178,1.1847546,1.0492669,825.6044,838.49817,808.2784,832.8571,830.84247,36,100,-0.145812988,0.164855957,0.97253418,2.729034424,-3.970184326,-1.054229736,1,2,1,1,2,30,sad
46:53.4,0.32149872,-0.2845593,0.15368183,0.25153506,0.024421783,0.131938,-0.36159968,0.06204864,0.8213076,0.45502055,-0.18245618,0.6858929,0.96521854,1.1033709,0.8860343,0.88752365,1.1638659,1.0312178,1.1847546,0.9703055,799.011,824.7985,830.84247,811.0989,806.26373,15.999995,100,-0.146179199,0.167236328,0.973510742,3.409423828,-4.142150879,-1.450500488,1,1,1,1,1,30,sad
46:54.4,0.85354656,1.1092268,0.8089715,0.33610412,0.5808436,0.88584346,0.5186868,0.025022762,1.1145872,0.7945981,0.65632147,0.7100394,0.81831807,0.7669108,0.61135834,0.87525153,1.0123675,0.5258138,0.6134781,0.832947,827.2161,796.99634,799.81683,808.68134,628.97437,0,100,-0.151428223,0.166015625,0.974365234,4.142150879,-3.977661133,-2.145843506,1,1,1,1,1,30,sad
46:55.4,0.7670933,1.1506001,0.8242015,0.52220684,0.52059084,0.8927346,0.29092607,-0.08504622,0.7035161,0.7929447,0.44700038,0.8100008,0.79244894,0.7613274,0.6554654,0.8026793,1.0151073,0.4965959,0.61757445,0.72647995,766.3736,821.5751,820.7692,776.04395,764.35895,0,100,-0.148132324,0.164733887,0.970703125,4.089813232,-3.843078613,-1.966400146,1,1,1,1,1,30,sad
46:56.4,0.8497081,1.1506001,0.82638204,0.4226523,0.60901093,0.8927346,-0.096015155,0.13322125,0.7736864,0.7929447,0.21703593,0.95936763,0.86480075,0.7613274,0.39287147,0.800522,0.9471122,0.4965959,0.315417,0.7070272,737.3626,796.1905,818.3516,725.2747,822.381,0,100,-0.145446777,0.16796875,0.972229004,2.98324585,-3.177642822,-1.203765869,1,1,1,1,1,30,sad
46:57.5,1.0637754,1.1506001,0.82035875,0.06671877,0.42464295,0.8927346,0.24483305,0.3119413,0.57925826,0.7929447,0.7441249,0.86489654,0.9150889,0.7613274,0.6907022,0.9045368,0.8485663,0.4965959,0.49465135,0.81010514,790.9524,818.3516,811.0989,800.2198,843.3333,0,100,-0.154602051,0.168334961,0.968933105,3.401947021,-3.656158447,-0.949554443,1,1,1,1,1,30,sad
46:58.5,0.8646786,1.1506001,0.82035875,0.90989435,0.74699724,0.8927346,0.24483305,0.81067705,0.68066835,0.7929447,0.7441249,0.6577568,0.76217,0.7613274,0.6907022,0.66995454,0.33484587,0.4965959,0.49465135,0.3423325,777.25275,815.5311,796.99634,786.9231,926.337,0,98,-0.157287598,0.166687012,0.975158691,3.626251221,-2.452392578,-0.620574951,1,1,1,1,1,30,sad
46:59.5,0.91223305,0.41402918,0.30761188,0.8071776,0.6256824,0.2741233,0.16603543,0.6142175,0.804233,0.32586157,0.4987602,0.8418224,0.5947766,0.3603495,0.38935143,0.66912067,0.46882495,0.23435454,0.25956532,0.58526903,776.8498,798.60803,788.1319,762.3443,915.4579,0,100,-0.154968262,0.17010498,0.976379395,3.89541626,-3.289794922,-1.532745361,1,1,1,1,1,30,sad
47:00.5,1.2304952,0.07114042,-0.23508005,0.43708515,0.49485624,-0.19578537,0.066425614,0.6347078,0.9158924,0.19783962,0.084790654,0.9661918,0.7542847,0.54255706,0.32965747,0.73109615,0.41225165,0.13900556,0.17910565,0.5150286,792.5641,807.0696,801.02563,824.7985,881.2088,0,100,-0.171020508,0.16973877,0.967224121,3.289794922,-3.386993408,-1.921539307,1,1,1,1,1,30,sad
47:01.5,1.0329076,0.05851724,0.37247992,0.4365256,0.62009203,-0.23945701,0.16164114,0.6819627,1.0346838,8.14E-04,0.44195133,1.2468606,0.6142961,0.2443934,0.34461418,0.63545567,0.3116343,0.09531807,0.23730706,0.42016912,795.78754,811.9048,790.9524,807.47253,967.4359,13.999998,82.000015,-0.166137695,0.181030273,0.971862793,4.501037598,-3.259887695,-0.732727051,1,1,1,1,1,30,sad
47:02.5,0.5638241,-0.11856371,0.45557544,0.36714137,0.7264473,-0.16135934,0.064136416,0.36268148,1.3462888,0.33897427,0.47731134,1.3287759,0.6409451,0.26349166,0.24548203,0.45564738,0.18875007,-0.06677843,0.14398402,0.25306568,814.7253,803.44324,793.36993,775.64105,887.6557,34,62.00004,-0.164855957,0.184875488,0.971435547,3.484191895,-4.463653564,-1.233673096,1,1,1,1,1,30,sad
47:03.6,0.42597163,-0.19907016,0.54650223,0.16317779,0.48994815,-0.43520722,-0.10120724,0.23795807,0.9924085,0.26112208,0.37448922,0.81818897,0.60157305,0.35067028,0.35837325,0.52522594,0.2188158,0.0568196,0.11460841,0.3486336,790.14655,798.20514,799.81683,813.1135,797.8022,54.000004,44.000046,-0.178405762,0.184204102,0.960205078,2.968292236,-3.282318115,-1.420593262,1,1,1,1,1,30,sad
47:04.6,0.33845583,-0.05069067,0.7325887,0.037853505,0.12736237,-0.26685897,0.13225776,0.065558895,0.6847397,0.35443646,0.25330672,0.75908905,0.5631851,0.3733436,0.52401966,0.5576165,0.26125878,0.046893768,0.1771599,0.3977239,804.65204,798.60803,801.4286,790.9524,749.0476,54.000004,64.00003,-0.168884277,0.185058594,0.967041016,3.282318115,-4.351501465,-1.487884521,1,1,1,1,1,30,sad
47:05.6,0.3167402,-0.2379754,0.19612838,0.35762963,0.23980466,-0.467462,-0.24215204,0.1030157,0.44734958,0.3356244,0.023291454,0.5508855,0.44281065,0.2885944,0.2102684,0.4823001,0.13807777,-0.008083593,0.07739881,0.44065142,812.3077,811.50183,815.9341,830.4396,963.00366,44.000004,84.000015,-0.171508789,0.183532715,0.973327637,3.334655762,-3.85055542,-1.136474609,1,1,1,1,1,30,sad
47:06.6,0.6205591,-0.37728837,0.5450961,0.48305008,0.21750136,-0.30407295,0.014514756,0.11109029,0.66674286,0.14409482,0.37133285,0.60799366,0.57636976,0.2617498,0.30450702,0.42435294,0.2753977,-0.077296175,0.09763396,0.32065308,786.52014,810.696,791.75824,789.7436,751.4652,23.999994,100,-0.16607666,0.188781738,0.969970703,3.73840332,-3.237457275,-0.785064697,1,1,1,1,1,30,sad
47:07.6,0.38413075,-0.025252724,0.114794165,0.30893263,0.12201698,0.19045882,0.079493545,0.41329905,1.0565717,-0.13854589,0.5621619,1.4517906,0.6382325,0.31896073,0.26079795,0.36412975,0.1438928,0.09116609,0.114416316,0.33271074,806.6667,812.71063,815.12823,796.99634,636.63007,33.999996,88.000015,-0.157653809,0.186279297,0.967346191,3.229980469,-5.921630859,-1.600036621,1,1,1,1,1,30,sad
47:08.6,-6.40E-04,0.02994113,-0.29290518,-0.18310055,0.26724985,-0.20853037,-0.19714347,0.35278687,1.0122174,0.166245,0.43711486,1.4600478,0.45080486,0.34163603,0.21639434,0.4012537,0.27884492,0.17320946,0.15329516,0.28640017,794.9817,802.23444,799.011,818.3516,741.79486,54.000004,68.00003,-0.173217773,0.181762695,0.96862793,2.766418457,-4.560852051,-1.682281494,1,1,1,1,1,30,sad
47:09.6,-0.2657776,-0.32479858,-0.46757203,-0.06453633,0.3519318,-0.36851344,-0.5890854,0.09097292,0.6177935,0.11052388,0.07649543,0.77102983,0.5691774,0.36218503,0.20117824,0.4163484,0.26685697,0.16448043,0.18155389,0.28300953,802.6374,798.20514,804.2491,789.34064,955.34796,73.999985,76.00002,-0.159057617,0.180175781,0.971252441,2.609405518,-4.276733398,-0.493469238,1,1,1,1,1,30,sad
47:10.7,0.77740395,-0.2818549,-0.35821992,0.6005816,0.44002932,-0.47363403,-0.22707362,0.65099347,1.2187066,-0.1345976,0.2672332,1.3875903,0.6544644,0.3512125,0.42882994,0.8087837,0.43007195,0.13168713,0.391194,0.6636298,788.93774,800.2198,806.26373,819.15753,885.64105,93.99996,82.000015,-0.158935547,0.174926758,0.970825195,3.775787354,-1.644897461,-1.151428223,1,1,1,1,1,30,sad
47:11.7,1.1435505,0.078565694,-0.31200945,0.63252956,0.5374806,-0.03657755,-0.1518247,0.9270741,1.2303215,0.13039258,0.526986,1.6213696,0.69923383,0.18182601,0.4960922,0.80033207,0.3618179,0.09365807,0.35393754,0.66653275,788.93774,808.2784,796.99634,805.8608,716.4103,100,62.00004,-0.17578125,0.178649902,0.969970703,4.112243652,-3.708496094,-1.562652588,1,1,1,1,1,30,sad
47:12.7,0.8127065,0.30920234,0.22681502,0.48802152,0.7282815,0.26120368,0.05661915,0.41717243,0.7300386,0.34913048,0.23818725,1.2736746,0.5941158,0.3044243,0.3143732,0.52353275,0.12920919,-0.029910477,0.11241736,0.32536983,813.1135,807.0696,805.4579,836.08057,901.3553,100,42.000042,-0.182189941,0.180664063,0.964233398,3.282318115,-4.523468018,-0.814971924,1,1,1,1,1,30,sad
47:13.7,0.6261636,0.71644795,0.2858594,0.9945791,0.873082,0.3514108,0.001029704,0.60153085,0.18175097,0.1293778,0.4314538,1.2055724,0.5935475,0.123522714,0.267878,0.5603523,0.36755782,-0.1398855,0.09169269,0.30903718,811.50183,798.60803,800.2198,803.44324,791.75824,94.00001,22.000036,-0.179199219,0.180114746,0.968688965,4.104766846,-3.573913574,-2.631835938,1,1,1,1,1,30,sad
47:14.7,0.48363158,0.7515638,0.012909679,0.34979352,0.6847348,0.07205003,-0.4508814,0.54180795,0.5347277,0.42873096,0.085663915,1.0163128,0.35043174,0.18913242,0.20097737,0.6492132,0.23025358,0.09426882,-0.03711627,0.30351502,782.49084,783.2967,794.9817,802.23444,704.7253,78.00002,8.000038,-0.18157959,0.172668457,0.967102051,3.416900635,-4.074859619,-2.0262146,1,1,1,1,1,30,sad
47:15.8,0.84312856,0.44230378,0.11913181,0.15205424,0.67522275,0.11237553,-0.40191746,0.40834185,1.0950902,0.44145158,0.16661143,1.0559387,0.49839312,0.11506565,0.20269829,0.5688209,0.28237438,0.007183802,-0.05122435,0.36406857,795.38464,796.5934,805.05493,814.3223,925.9341,98,2.0000386,-0.172424316,0.177612305,0.96887207,3.588867188,-4.486083984,-1.203765869,1,1,1,1,1,30,sad
47:16.8,0.94631207,0.10792347,0.16403885,0.17345905,0.5139831,0.04036872,-0.13944593,0.37117907,1.1645515,0.2907022,0.25067076,1.1403548,0.58886653,0.18342797,0.24811654,0.5751179,0.29434082,0.03622905,0.07682081,0.33906648,833.663,766.77655,776.8498,802.6374,847.3626,100,0,-0.176391602,0.169067383,0.97088623,3.521575928,-4.65057373,-2.235565186,1,1,1,1,1,30,sad
47:17.9,0.8773211,-0.012373208,0.7664367,0.7715844,0.39112136,-0.23453091,-0.11332023,0.58305013,1.1798918,-0.25846973,-0.08918653,1.1118755,0.66903836,0.10718043,0.2529329,0.62349695,0.21498264,0.18673941,0.25095665,0.34916934,858.6447,813.1135,811.50183,835.6777,665.64105,100,0,-0.177490234,0.174926758,0.967834473,3.828125,-4.052429199,-1.95892334,1,1,1,1,1,30,sad
47:18.9,1.0283813,0.47224504,0.840305,0.7946883,0.17321476,0.007853336,0.08796124,0.58111566,0.8260847,0.13385022,0.31243095,0.6279203,0.6679829,0.28885603,0.25929466,0.5133719,0.105496936,0.21145472,0.13321824,0.26887536,810.696,822.7839,823.1868,826.8132,702.3077,92.00001,0,-0.168273926,0.174804688,0.969909668,3.611297607,-4.201965332,-1.487884521,1,1,1,1,1,30,sad
47:19.9,0.15466647,-0.029577825,0.031086763,0.5910613,0.07748332,-0.32480818,-0.084539,0.27297372,0.1983689,0.09141876,0.43918198,0.84828633,0.5254925,0.2635141,0.2602331,0.58032566,0.2997746,0.07051857,-0.058158908,0.27025467,794.57874,813.5165,795.38464,791.3553,773.6264,80.000015,6,-0.166137695,0.182067871,0.972229004,3.701019287,-4.815063477,-2.527160645,1,1,1,1,1,30,sad
47:20.9,0.14493512,0.2733193,-0.17178255,0.613544,0.08140564,-0.23721609,-0.08354095,0.28387156,0.5583785,0.002868277,0.37022582,0.92632365,0.4233259,0.27855375,0.31664833,0.60687304,0.24579227,0.097841315,-0.02110407,0.33880657,758.71796,801.4286,807.0696,783.69965,781.28204,76.00002,25.999996,-0.1640625,0.181396484,0.971435547,3.132781982,-4.067382813,-1.532745361,1,1,1,1,1,30,sad
47:21.9,0.37599406,0.29684034,-0.022666559,1.0217917,0.254912,-0.28089926,-0.15339524,0.981186,0.58994454,-0.010766973,0.04859473,1.0041401,0.4209787,0.2954416,0.15691534,0.4886391,0.23396648,-0.001426365,-0.042735003,0.433294,785.7143,800.2198,799.011,802.23444,924.3223,66.00003,38.000004,-0.164428711,0.174194336,0.972900391,3.798217773,-3.573913574,-1.772003174,1,1,1,1,1,30,sad
47:22.9,0.4290913,0.16332377,0.0782505,0.79103905,-0.098289184,-0.5336673,-0.29047078,0.6850658,0.68927604,-0.064290054,0.06418127,1.0078338,0.6093301,0.38690478,0.38797072,0.6313927,0.34406087,0.35123464,0.07844631,0.36880508,809.89014,789.34064,805.8608,827.2161,780.4762,52.000046,40.000004,-0.169616699,0.178833008,0.967468262,3.514099121,-4.710388184,-1.300964355,1,1,1,1,1,30,sad
47:24.0,0.96666837,0.6228985,0.37594274,1.3637625,0.74057466,0.1515965,0.14695776,1.1715301,0.72235584,0.14181283,0.51496786,0.9638064,0.6492992,0.3130032,0.33377942,0.6778998,0.3810751,0.39809164,0.13181637,0.29091287,799.011,813.91943,806.26373,819.9634,762.74725,46.000046,40,-0.162719727,0.177124023,0.971618652,3.768310547,-4.127197266,-2.422485352,1,1,1,1,1,30,sad
47:25.0,1.1178482,0.53895104,0.118207365,1.2765113,0.8396776,0.06949541,-0.058247086,1.0887874,0.76914155,-0.015789228,0.4688184,0.9818642,0.4159181,0.24128479,0.003340829,0.5948657,0.2359641,0.075869024,0.08668794,0.36822838,807.8755,805.8608,812.3077,787.326,717.619,26.000034,19.999994,-0.16998291,0.181762695,0.971862793,3.229980469,-3.753356934,-2.018737793,1,1,1,1,1,30,sad
47:26.0,0.5474597,-0.08791771,-0.3645899,0.23409073,0.110506,-0.26773882,-0.18093383,0.05560741,0.5720132,0.1556679,0.16665058,0.5758945,0.4282397,0.20231178,0.15034698,0.59978074,0.2254438,0.040900975,0.08055491,0.3554095,806.6667,801.8315,800.6227,824.3956,739.7802,6.0000386,36,-0.172180176,0.175842285,0.969116211,3.7159729,-3.259887695,-0.882263184,1,1,1,1,1,30,sad
47:27.0,0.5388658,0.23833326,0.4496995,0.8479434,0.12220609,-0.379488,-0.27811596,0.39863792,0.83295226,0.074489936,-0.004376458,0.8007339,0.49809968,0.16506754,0.25909522,0.5593506,0.29726416,0.16228914,0.3273031,0.41816545,826.4103,836.08057,842.9304,808.2784,615.6777,0,56,-0.168457031,0.170837402,0.973632813,3.372039795,-3.790740967,-1.764526367,1,1,1,1,1,30,sad
47:28.0,1.0388483,0.4719362,0.91082436,1.0473952,0.40357736,-0.5619113,-0.11722808,0.5735525,0.9999565,-0.06308677,-0.015907248,0.82016236,0.52057934,0.23465185,0.21995658,0.4581344,0.28500322,0.25981218,0.15634085,0.40557545,785.31134,826.4103,807.47253,798.20514,725.2747,0,44.000004,-0.165405273,0.173217773,0.97644043,3.00567627,-3.843078613,-1.973876953,1,1,1,1,1,30,sad
47:29.0,1.1613979,0.4829323,0.27922097,0.68506604,-0.017608164,-0.21247315,-0.026177257,0.48351723,0.50877774,0.4918003,0.29108697,0.5296348,0.5814254,0.6913434,0.46708545,0.54459965,0.27488592,0.33072093,0.28268695,0.6029189,786.52014,817.5458,800.6227,780.87915,890.87915,0,54.000004,-0.170837402,0.173461914,0.971801758,4.044952393,-3.446807861,-2.280426025,1,1,1,1,1,30,sad
47:30.0,0.31529993,0.50430137,0.26478258,0.60193115,0.61494493,-0.1592156,-0.097726524,0.2579286,0.9177839,0.46657318,0.27068448,0.33310682,0.39704716,0.65716827,0.5476884,0.67629117,0.082809925,0.3633445,0.19286187,0.7165639,804.65204,815.12823,797.3993,768.7912,733.3333,0,73.999985,-0.163452148,0.172485352,0.96887207,2.89352417,-5.121612549,-1.921539307,1,1,1,1,1,30,sad
