TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-09-11 00:42:02.641,0.8794865,0.0,0.0,0.83844286,0.6454591,0.0,0.0,0.6735498,1.0085498,0.0,0.0,0.9058302,0.79704636,0.0,0.0,0.65228,0.46452838,0.0,0.0,0.23888585,804.65204,1632.2711,1025.0549,807.0696,589.0842,0.2738037109375,-0.0804443359375,0.9718017578125,6.003875732421875,-5.525360107421875,-1.443023681640625,1,1.0,4.0,4.0,1.0,65.00
2021-09-11 00:42:03.171,0.7107548,0.0,0.0,0.7711652,0.62156177,0.0,0.0,0.78687626,0.9856687,0.0,0.0,0.96188354,0.7580662,0.0,0.0,0.6425477,0.38892487,0.0,0.0,0.26729295,746.2271,1000.87915,0.0,770.40295,825.2015,0.27923583984375,-0.07086181640625,0.962890625,5.854339599609375,-4.05242919921875,-1.712188720703125,1,1.0,4.0,4.0,1.0,65.00
2021-09-11 00:42:03.722,0.41962072,0.0,0.0,0.50371134,0.59542406,0.0,0.0,0.6087051,1.0516081,0.0,0.0,1.0329258,0.76719594,0.0,0.0,0.6723103,0.33530784,0.0,0.0,0.20578828,812.3077,889.2674,994.0293,799.81683,701.0989,0.2818603515625,-0.0733642578125,0.96966552734375,5.779571533203125,-3.715972900390625,-2.70660400390625,1,1.0,2.0,4.0,1.0,65.00
2021-09-11 00:42:03.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-09-11 00:42:04.237,0.30545098,0.0,0.0,0.7228518,0.6492856,0.0,0.0,0.7369177,0.86325,0.0,0.0,0.9836798,0.6769289,0.0,0.0,0.6680707,0.14086919,0.0,0.0,0.28552648,783.69965,930.7692,504.06595,785.7143,648.71796,0.28631591796875,-0.0750732421875,0.97509765625,6.5496826171875,-4.02252197265625,-1.861724853515625,1,1.0,2.0,2.0,1.0,65.00
2021-09-11 00:42:04.762,0.32528397,0.0,0.0,0.73840964,0.6290331,0.0,0.0,0.68075925,0.863829,0.0,0.0,1.1337614,0.62767917,0.0,0.0,0.62809634,0.16019796,0.0,0.0,0.26523313,856.63007,930.7692,1529.1208,828.022,1093.1501,0.27728271484375,-0.0673828125,0.97052001953125,6.6693115234375,-3.81317138671875,-1.413116455078125,1,1.0,2.0,2.0,1.0,65.00
2021-09-11 00:42:05.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-09-11 00:42:05.293,0.21230534,0.0,0.0,0.75456744,0.50368977,0.0,0.0,0.7208279,0.85957307,0.0,0.0,1.2388992,0.65704703,0.0,0.0,0.68375856,0.15601175,0.0,0.0,0.33108455,840.5128,1569.414,1249.8901,835.2747,803.44324,0.26519775390625,-0.0736083984375,0.961669921875,8.01513671875,-8.1048583984375,11.67877197265625,1,1.0,2.0,4.0,1.0,65.00
2021-09-11 00:42:05.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-09-11 00:42:05.812,0.15470338,0.0,0.0,0.39329755,0.21501552,0.0,0.0,0.40180454,0.7363584,0.0,0.0,1.1923355,0.6320783,0.0,0.0,0.62466466,0.15735547,0.0,0.0,0.20202726,859.45056,1413.8828,1474.7252,827.619,926.7399,0.300537109375,-0.0511474609375,0.96453857421875,5.5029296875,-5.0543212890625,-3.60382080078125,1,1.0,2.0,4.0,1.0,65.00
2021-09-11 00:42:06.190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-09-11 00:42:06.340,-0.08109744,0.0,0.0,0.13039994,0.23723042,0.0,0.0,0.5014252,0.6483513,0.0,0.0,1.1886084,0.77367634,0.0,0.0,0.73992324,0.012861315,0.0,0.0,0.15478602,806.6667,1056.4835,869.5238,815.12823,494.3956,0.28131103515625,-0.045166015625,0.9705810546875,2.400054931640625,-2.691650390625,-5.8917236328125,1,1.0,2.0,2.0,1.0,65.00
2021-09-11 00:42:06.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-09-11 00:42:06.841,1.1251936,0.0,0.0,0.13039994,0.87603647,0.0,0.0,0.5014252,1.3627578,0.0,0.0,1.1886084,0.9906906,0.0,0.0,0.73992324,0.6109757,0.0,0.0,0.15478602,761.13556,525.82416,178.09525,760.32965,564.10254,0.312255859375,-0.07366943359375,0.96270751953125,4.912261962890625,-4.5159912109375,-3.880462646484375,1,1.0,2.0,4.0,1.0,65.00
2021-09-11 00:42:07.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-09-11 00:42:07.372,1.0044326,0.0,0.0,0.9564194,0.9236912,0.0,0.0,0.6298548,1.4990118,0.0,0.0,1.1708099,1.085699,0.0,0.0,0.81550014,0.508558,0.0,0.0,0.49418187,828.8278,1071.392,1166.8865,820.3663,821.1722,0.3076171875,-0.05889892578125,0.962158203125,5.525360107421875,-4.47113037109375,-2.310333251953125,1,1.0,2.0,2.0,1.0,65.00
2021-09-11 00:42:07.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-09-11 00:42:07.886,0.85802597,0.0,0.0,0.8128248,0.7825695,0.0,0.0,0.537385,1.4990118,0.0,0.0,1.1708099,0.94372725,0.0,0.0,0.68967056,0.39599195,0.0,0.0,0.3872419,854.21246,966.63007,1620.1831,830.84247,877.98535,0.3118896484375,-0.06109619140625,0.960205078125,5.2935791015625,-4.44122314453125,-2.654266357421875,1,1.0,2.0,2.0,1.0,65.00
